Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.41,0.27,4.23,-1.24,0.01,-0.19
10.98,-0.16,5.23,-0.62,0.18,-0.19
8.88,1.32,4.35,0.21,-0.1,-0.17
10.05,-0.69,4.28,0.42,0.18,0.14
10.65,-2.1,4.45,0.22,-0.16,-0.0
10.02,-1.4,3.79,-0.06,-0.2,-0.04
9.74,-2.39,3.03,-0.29,-0.17,-0.07
9.41,-1.19,3.55,-0.59,-0.24,0.06
10.12,-0.12,3.9,-0.45,0.03,0.13
10.8,-0.48,3.17,-0.67,0.0,0.22
10.25,-0.47,3.13,-0.57,-0.06,0.05
10.51,-0.79,3.29,-0.51,0.01,0.07
10.17,-1.2,3.71,-0.35,0.02,0.02
9.9,0.18,4.1,-0.01,-0.03,0.12
9.91,-1.69,3.41,0.15,0.04,0.17
10.49,-1.47,3.69,0.05,-0.03,0.16
10.54,-1.0,3.39,0.06,-0.17,0.09
10.16,-1.3,3.17,0.12,-0.15,0.06
10.37,-1.5,3.05,0.11,-0.08,0.02
10.47,-1.33,3.29,0.03,-0.06,-0.05
10.12,-1.02,3.27,0.12,-0.08,-0.09
10.12,-1.28,3.19,0.17,-0.01,-0.05
10.17,-1.58,3.05,0.04,-0.03,-0.03
10.01,-1.54,2.99,-0.13,-0.03,-0.04
10.34,-1.53,3.07,-0.31,0.0,-0.03
10.32,-1.06,3.08,-0.36,-0.04,-0.09
10.29,-0.97,3.05,-0.36,-0.02,-0.09
10.3,-1.03,3.02,-0.32,-0.01,-0.09
10.22,-0.95,3.0,-0.27,-0.03,-0.08
10.65,-0.8,2.99,-0.29,0.05,-0.14
10.62,-1.05,2.46,-0.44,-0.09,-0.12
10.19,-0.52,2.07,-0.57,-0.05,-0.14
9.66,-0.58,2.07,-0.6,0.14,-0.14
10.17,-1.29,2.37,-0.91,0.43,-0.05
10.42,-0.59,3.28,-1.03,0.43,-0.12
10.26,0.95,3.98,-0.58,0.13,-0.17
9.36,0.69,3.28,-0.02,0.18,0.04
10.33,1.89,3.71,0.85,0.3,0.22
9.77,-0.62,3.34,1.3,0.13,0.3
10.34,-0.7,3.66,1.41,0.41,0.34
10.57,-0.31,4.07,1.24,0.19,0.3
10.42,-0.69,2.75,0.89,0.27,0.42
10.56,-1.32,2.22,0.47,0.35,0.39
12.12,0.05,2.17,0.17,0.3,0.31
12.08,0.62,0.99,-0.13,-0.19,0.03
10.64,1.5,5.51,-0.01,0.23,0.04
11.41,-1.86,6.9,0.29,-0.37,-0.47
8.67,-1.5,6.66,0.19,-0.04,0.13
10.97,-2.09,5.61,0.35,-0.1,0.33
9.39,-1.56,4.26,0.18,-0.5,0.44
6.8,-0.88,4.04,0.29,-0.38,0.55
7.92,-1.69,3.28,0.41,0.05,0.53
9.14,-2.09,2.36,0.31,-0.07,0.29
10.11,-1.24,1.65,0.13,-0.08,0.03
10.62,-0.81,1.3,-0.1,-0.27,0.08
11.97,-0.72,2.45,-0.18,-0.37,0.22
15.07,-2.11,5.02,-0.35,0.12,1.06
9.01,-2.79,9.69,0.05,-1.2,0.13
8.75,-2.88,5.7,0.54,0.52,0.7
11.18,-3.01,4.69,0.24,-0.01,-0.23
6.54,-1.97,3.59,0.35,-0.25,-0.79
7.36,-1.3,3.4,0.09,0.62,-0.23
10.85,-0.56,3.13,-0.16,0.23,-0.18
11.96,-0.34,0.78,-0.17,-0.37,-0.3
9.51,-0.2,0.34,-0.12,-0.84,-0.77
