Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.16,-1.11,3.97,-0.07,-0.08,-0.08
9.99,-0.98,3.87,-0.09,-0.1,-0.08
9.93,-0.93,3.74,-0.07,-0.02,-0.04
10.17,-0.88,3.73,-0.06,0.02,-0.01
10.11,-0.99,3.88,-0.06,-0.0,-0.02
10.1,-0.97,3.73,-0.07,-0.02,-0.01
10.2,-1.02,3.86,-0.08,-0.0,-0.03
10.21,-0.91,3.65,-0.11,-0.03,-0.02
10.3,-1.0,4.09,-0.17,-0.06,-0.01
10.1,-1.0,3.81,-0.21,-0.12,-0.01
9.93,-0.95,3.85,-0.2,-0.11,-0.01
9.92,-1.0,3.83,-0.2,-0.08,-0.04
10.21,-1.08,3.94,-0.19,-0.03,-0.02
10.2,-1.05,3.81,-0.18,-0.05,-0.01
10.18,-0.87,3.84,-0.13,-0.09,-0.02
10.23,-1.18,3.82,-0.11,-0.15,-0.05
10.0,-1.01,3.53,-0.12,-0.18,-0.08
9.99,-0.84,3.32,-0.11,-0.07,-0.02
9.87,-0.91,3.21,-0.13,0.06,0.03
9.98,-0.9,3.36,-0.1,0.17,0.03
10.42,-0.95,3.68,-0.09,0.2,0.01
10.56,-0.93,3.72,-0.13,0.06,-0.04
10.32,-0.84,3.4,-0.19,-0.08,-0.05
10.09,-0.65,3.25,-0.12,-0.11,-0.04
10.2,-0.82,3.34,-0.05,-0.07,-0.01
10.11,-1.08,3.5,-0.04,0.0,-0.02
10.29,-0.96,3.5,-0.09,0.01,-0.0
10.15,-0.9,3.48,-0.11,-0.01,-0.01
10.19,-0.84,3.49,-0.11,0.01,-0.01
10.31,-0.69,3.44,-0.07,-0.03,-0.01
9.95,-0.81,3.45,-0.02,0.03,0.02
10.31,-0.68,3.51,0.03,0.04,0.03
10.32,-0.35,3.54,0.12,0.0,0.06
10.12,-0.69,3.26,0.07,0.0,-0.02
10.0,-0.22,3.4,0.06,0.08,-0.03
9.45,0.36,4.35,0.24,0.13,0.13
9.65,2.21,3.33,0.42,0.11,0.4
11.0,0.62,2.17,0.19,0.09,0.17
9.2,1.09,3.32,0.03,0.07,0.05
11.07,-0.65,2.15,-0.46,0.29,-0.05
11.54,-2.02,4.43,-0.65,0.13,-0.58
12.42,-0.68,4.49,-0.28,0.09,0.05
10.04,-1.08,2.02,-0.11,-0.27,0.36
8.45,-0.66,2.5,0.33,0.31,0.93
9.43,-2.6,2.14,0.23,0.22,0.74
8.97,-2.24,2.1,0.16,0.07,0.45
10.2,-2.01,1.81,0.12,0.34,0.22
10.65,-0.99,1.5,0.13,0.36,0.22
11.84,-0.87,2.26,0.36,0.46,0.22
12.24,-4.21,4.9,0.3,0.49,0.24
16.3,0.31,3.09,-0.05,-0.21,0.75
5.66,-10.18,6.24,-0.38,0.06,-0.04
12.13,-1.64,7.8,-0.95,0.9,-0.08
10.14,-0.96,5.78,-0.51,-0.2,-0.68
7.72,-2.26,4.29,-0.18,-0.01,-0.69
6.42,-0.2,3.48,0.03,-0.03,-0.8
7.02,-1.81,3.08,-0.37,-0.02,-0.47
8.63,-1.3,3.25,-0.9,0.05,-0.37
10.83,-0.22,3.17,-1.19,-0.5,-0.35
13.36,1.3,3.47,-1.07,-0.27,-0.29
13.01,0.68,8.71,-0.1,0.35,-0.29
11.47,-1.55,5.79,0.83,-0.19,-1.13
6.03,-4.1,5.38,-0.52,-0.21,-0.28
11.7,-1.69,5.81,-0.0,0.16,0.22
8.98,-0.56,4.07,0.15,-0.54,0.59
6.82,-2.21,2.35,0.16,-0.54,0.5
8.42,-2.52,1.86,0.39,0.37,0.72
11.65,0.48,1.99,0.65,-0.29,0.21
