Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.51,0.76,-0.19,0.03,0.1,0.0
10.44,0.59,-0.09,-0.05,0.07,-0.01
10.54,0.58,-0.05,-0.11,0.05,0.0
10.58,1.11,-0.14,-0.07,0.13,0.09
10.42,0.73,-0.34,-0.18,0.15,0.05
10.19,1.5,1.06,-0.22,0.15,-0.03
10.53,0.71,-0.42,-0.12,0.12,-0.04
10.41,0.88,0.72,-0.26,0.1,-0.19
10.44,0.95,0.11,-0.19,0.05,-0.1
10.48,1.23,0.44,-0.04,0.14,-0.1
10.46,0.9,0.48,0.02,0.08,-0.09
10.46,0.94,0.43,0.0,0.09,-0.06
10.52,0.98,0.5,-0.03,0.04,-0.03
10.45,0.96,0.45,-0.08,0.02,-0.02
10.41,1.06,0.51,-0.09,0.01,-0.02
10.46,1.09,0.79,-0.05,-0.06,-0.04
10.4,0.8,0.58,-0.09,-0.11,-0.04
10.37,0.83,0.29,-0.03,-0.07,-0.05
10.45,1.07,0.21,-0.15,-0.06,-0.07
10.49,1.02,0.28,-0.17,-0.05,-0.04
10.43,1.05,0.36,-0.2,-0.09,-0.04
10.56,1.14,0.23,-0.21,-0.05,-0.03
10.41,1.21,0.27,-0.19,-0.06,-0.02
10.41,1.23,0.23,-0.17,-0.02,-0.01
10.37,1.17,0.16,-0.16,-0.03,-0.0
10.4,1.27,0.11,-0.17,-0.0,-0.01
10.48,1.38,0.18,-0.13,0.01,-0.01
10.42,1.29,0.19,-0.08,-0.0,-0.01
10.41,1.19,0.13,-0.06,0.01,-0.02
10.47,1.16,0.27,-0.04,0.01,-0.02
10.38,1.09,0.21,-0.05,-0.01,-0.03
10.43,1.16,0.22,-0.08,-0.01,-0.03
10.33,1.23,0.21,-0.08,-0.01,-0.03
10.4,1.14,-0.11,-0.16,-0.02,-0.04
10.39,1.39,0.09,-0.18,-0.04,-0.04
10.4,1.34,0.12,-0.12,0.01,-0.02
10.33,1.19,0.13,-0.13,0.0,-0.02
10.33,1.0,0.05,-0.18,0.02,-0.03
10.32,0.86,0.12,-0.28,0.08,-0.03
10.49,0.9,0.13,-0.38,0.11,-0.01
10.65,0.99,0.04,-0.44,0.08,0.03
10.67,0.96,0.0,-0.48,0.04,0.09
10.58,0.76,-0.03,-0.54,0.01,0.14
10.17,0.9,-0.04,-0.58,0.02,0.16
10.4,1.41,0.14,-0.53,0.07,0.18
10.23,1.05,-0.17,-0.54,0.12,0.19
10.34,1.31,-0.23,-0.56,0.13,0.2
10.37,1.16,-0.5,-0.52,0.08,0.24
10.43,1.05,-0.45,-0.51,0.06,0.26
10.1,1.12,-0.59,-0.39,-0.01,0.25
10.36,0.79,-0.85,-0.18,0.07,0.21
11.16,0.95,-0.83,0.08,0.04,0.12
12.03,-0.13,-0.38,0.05,-0.01,0.17
11.97,-0.99,1.3,-0.39,-0.26,0.31
8.34,1.12,1.44,0.15,-0.04,-0.14
10.39,0.11,2.69,0.48,0.24,0.07
10.81,-0.4,1.7,-0.05,-0.07,0.03
11.31,0.54,1.29,-0.19,0.0,-0.36
9.42,1.02,1.13,0.07,0.17,-0.46
10.21,0.45,0.74,0.05,0.31,-0.34
9.92,1.13,0.52,0.04,0.12,-0.3
9.62,1.55,0.23,0.11,0.05,-0.11
9.65,1.73,0.15,0.25,-0.02,0.02
10.26,1.18,-0.1,0.27,-0.09,0.0
10.7,2.17,0.4,0.26,-0.15,-0.11
12.8,2.24,-0.75,0.07,-0.13,0.13
11.37,1.77,-1.12,-0.33,-0.21,-0.25
11.08,2.23,1.39,-0.38,0.48,-0.26
10.32,0.8,4.01,-0.11,0.61,-0.08
8.32,-2.58,3.29,-0.45,0.29,0.23
12.21,1.47,1.8,-0.19,0.01,-0.02
10.13,2.03,2.41,0.4,-0.22,0.23
8.89,-0.24,0.59,0.34,-0.02,0.44
9.39,-0.11,0.41,-0.03,0.1,0.39
9.71,0.27,-0.14,-0.39,0.08,0.31
9.18,-0.01,-0.1,-0.36,0.02,0.41
10.47,0.96,-0.01,-0.08,0.29,0.1
11.28,-0.18,0.54,0.01,0.22,0.06
10.87,-0.28,-0.37,-0.16,0.13,0.29
11.69,-0.22,-0.36,-0.48,0.36,0.54
9.73,2.92,-0.1,0.13,-0.1,0.41
8.87,-4.29,1.1,-0.5,0.87,0.39
9.04,-1.17,4.95,-0.47,0.29,-0.23
9.34,0.62,2.59,-0.15,0.2,0.0
10.25,-2.27,2.68,-0.57,0.04,-0.3
9.1,0.64,3.79,-0.19,0.24,-0.6
8.61,-0.62,0.59,-0.04,0.03,-0.67
5.0,0.68,-2.99,-0.03,-0.22,-0.56
7.13,-0.28,0.66,-0.52,0.72,-0.07
6.5,2.15,2.57,-0.35,0.34,0.24
3.78,-0.38,8.41,-0.74,1.91,0.73
