Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.49,-0.5,1.03,-0.08,0.01,0.0
10.53,-0.47,1.07,-0.09,0.03,0.01
10.53,-0.42,1.14,-0.1,0.03,0.01
10.55,-0.47,1.13,-0.08,0.01,-0.0
10.5,-0.45,1.09,-0.06,0.01,-0.01
10.58,-0.41,1.08,-0.06,-0.0,-0.01
10.52,-0.55,1.01,-0.08,0.01,-0.0
10.52,-0.54,1.07,-0.1,0.01,0.0
10.47,-0.56,1.04,-0.11,0.0,0.0
10.53,-0.63,1.13,-0.12,-0.04,-0.01
10.59,-0.59,1.1,-0.14,-0.05,-0.03
10.52,-0.53,1.01,-0.16,-0.05,-0.03
10.52,-0.42,1.02,-0.15,-0.02,-0.02
10.56,-0.48,1.1,-0.12,-0.02,-0.01
10.53,-0.53,1.04,-0.12,-0.03,-0.01
10.56,-0.55,0.94,-0.15,-0.04,-0.02
10.41,-0.53,0.87,-0.24,-0.03,-0.02
10.47,-0.59,1.0,-0.27,-0.01,0.0
10.44,-0.7,0.74,-0.36,-0.01,0.01
10.36,-0.93,0.69,-0.54,0.08,0.02
10.54,-1.06,0.94,-0.74,0.14,0.05
10.71,-0.53,1.14,-0.77,0.11,0.07
10.45,-0.61,0.67,-0.76,0.14,0.13
10.62,-0.11,0.44,-0.63,0.17,0.15
10.48,0.2,0.36,-0.4,0.13,0.15
10.43,-0.54,0.44,-0.42,0.14,0.22
10.29,-0.09,0.62,-0.28,0.12,0.22
10.36,-0.23,0.34,-0.16,0.07,0.2
10.14,-0.26,-0.1,-0.11,0.03,0.15
10.34,-0.01,0.03,0.04,0.02,0.13
10.29,-0.25,0.3,0.28,-0.08,0.17
10.56,-0.81,-0.29,0.49,-0.13,0.22
11.77,-1.32,-0.5,0.65,0.04,0.27
12.55,-1.33,-1.08,0.83,-0.14,0.18
12.5,-2.75,0.93,0.28,0.08,0.73
9.86,-2.06,1.84,-0.03,-0.1,0.6
8.8,-0.75,5.2,0.82,0.38,0.31
12.8,-2.29,3.04,0.7,-0.12,0.19
9.66,-2.46,1.99,0.58,-0.29,-0.64
7.43,-0.97,1.42,0.66,0.27,-0.41
10.5,-0.22,2.13,0.87,0.09,-0.33
10.08,-1.15,1.47,1.0,-0.3,-0.34
9.35,-1.42,0.61,0.61,-0.13,-0.32
10.15,-0.41,0.54,0.08,0.06,-0.1
11.54,0.26,0.93,-0.39,-0.07,0.17
12.47,1.74,1.3,-0.21,-0.17,-0.16
12.03,1.43,-0.92,0.13,-0.1,-0.41
12.67,-1.3,5.2,-0.13,1.73,-0.35
8.9,-1.64,7.52,0.51,0.67,-0.21
12.04,-2.27,3.23,-0.05,-0.15,0.07
9.93,1.0,3.62,0.6,-0.47,0.28
7.27,-0.85,2.62,0.68,-0.31,0.67
8.43,-2.69,1.89,0.45,0.04,0.55
9.14,-2.36,1.27,-0.02,-0.15,0.16
7.89,-0.31,1.34,-0.09,0.02,0.01
8.99,-0.66,0.69,-0.1,0.25,0.04
9.84,-0.83,1.38,0.0,0.51,0.06
11.05,-2.21,1.48,0.18,0.49,0.31
13.84,0.0,-0.68,0.26,-0.18,0.39
14.41,-3.03,0.06,0.23,0.35,0.98
8.75,-2.06,3.65,-0.7,0.94,0.54
7.8,-8.17,0.75,-1.76,0.86,0.19
10.88,1.52,6.62,-1.73,-0.16,-0.63
9.91,-0.18,4.51,0.74,-0.2,-0.13
8.72,-0.85,5.14,1.35,-0.15,-1.04
8.93,-4.8,1.57,1.27,-0.37,-1.11
1.13,-4.75,3.68,0.08,-0.82,-1.18
3.46,-0.27,5.01,-0.21,0.35,-1.01
0.77,3.74,1.17,-0.05,-0.74,0.67
4.52,3.84,6.19,0.1,1.15,0.59
8.11,-6.89,5.51,1.13,2.11,0.36
12.3,-2.34,8.05,1.7,3.39,0.09
15.31,-2.93,10.55,3.57,3.14,-0.11
13.86,2.05,16.15,-0.25,0.28,0.66
12.53,-2.55,18.94,0.83,1.14,-0.02
10.63,5.9,26.62,0.76,1.25,0.25
5.38,-0.87,10.94,-0.01,-0.05,0.41
3.83,1.2,8.6,-0.68,0.34,0.14
4.66,2.06,7.22,-0.22,0.17,-0.26
3.83,1.07,7.2,-0.33,-0.12,-0.16
4.3,0.57,6.62,-0.29,-0.24,-0.21
5.76,0.7,8.06,-0.41,-0.24,-0.21
6.73,0.75,9.04,-0.35,-0.25,-0.24
7.37,0.92,9.48,-0.2,-0.38,-0.16
7.91,0.37,9.23,-0.23,-0.29,-0.16
8.35,0.97,8.38,-0.07,-0.27,-0.14
8.13,0.24,7.75,-0.01,-0.3,-0.05
7.83,0.09,6.97,0.05,-0.23,0.0
8.32,0.17,7.38,0.06,-0.22,0.05
8.36,0.28,7.59,0.09,-0.17,0.04
8.37,0.54,7.57,0.09,-0.12,0.01
8.39,0.52,7.32,0.05,-0.06,0.03
8.3,0.66,7.22,-0.01,-0.09,0.0
8.43,0.79,7.24,-0.01,-0.11,-0.05
8.18,0.86,7.18,-0.01,-0.09,-0.09
8.27,0.77,7.13,-0.05,-0.07,-0.07
8.2,0.99,7.22,-0.07,-0.06,-0.05
8.49,1.06,7.23,-0.05,-0.03,-0.02
8.44,1.07,7.23,-0.01,-0.1,-0.04
8.35,1.0,7.14,-0.03,-0.09,-0.05
8.4,1.1,7.05,-0.05,-0.09,-0.07
8.45,1.16,7.02,-0.08,-0.09,-0.08
8.52,1.21,7.02,-0.1,-0.09,-0.08
8.47,1.28,6.93,-0.12,-0.07,-0.07
8.54,1.26,6.9,-0.12,-0.06,-0.06
8.57,1.29,6.85,-0.13,-0.06,-0.04
8.53,1.21,6.84,-0.13,-0.05,-0.04
8.6,1.21,6.79,-0.13,-0.04,-0.03
8.58,1.24,6.8,-0.13,-0.04,-0.03
8.51,1.27,6.89,-0.13,0.02,-0.0
8.57,1.27,6.83,-0.12,0.01,-0.0
8.53,1.24,6.88,-0.16,0.01,0.0
8.6,1.25,6.95,-0.15,0.03,-0.0
8.56,1.21,6.96,-0.17,-0.01,-0.01
8.41,1.14,6.81,-0.19,0.0,-0.0
8.49,1.17,6.9,-0.16,-0.0,-0.02
8.47,1.16,6.94,-0.15,0.02,0.01
8.58,1.22,6.95,-0.13,0.05,0.02
8.73,1.25,7.04,-0.15,0.07,0.03
8.82,1.27,7.04,-0.2,0.13,0.06
9.01,1.43,7.19,-0.26,0.17,0.09
9.56,0.79,7.96,-0.28,0.45,0.03
10.81,0.47,10.26,-0.68,0.7,0.17
10.41,-0.53,10.01,-0.86,0.62,0.38
8.32,-0.46,8.59,-1.07,0.72,0.67
6.6,-0.26,8.4,-1.27,0.54,0.67
5.44,-0.61,6.84,-1.21,0.32,0.71
5.5,-1.18,7.01,-1.21,0.21,0.74
3.67,-0.94,5.71,-1.38,-0.1,0.49
3.85,-0.13,4.47,-1.03,-0.38,0.01
5.04,-1.28,4.43,-0.6,-0.64,-0.43
5.59,-2.49,5.59,-0.73,-0.99,-0.61
10.65,-2.51,8.17,-1.1,-0.68,-0.28
16.78,-9.49,13.03,-0.26,-0.62,-0.37
