Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.05,-3.65,2.1,-0.44,0.19,-0.02
10.03,-3.51,1.98,-0.42,0.18,-0.0
9.87,-3.67,2.15,-0.46,0.19,0.01
9.9,-3.69,2.41,-0.49,0.2,-0.1
9.94,-4.16,2.79,-0.82,0.15,-0.02
9.94,-3.45,2.21,-0.97,0.18,-0.03
9.79,-3.32,1.63,-0.95,0.18,-0.05
9.88,-2.26,0.87,-0.79,0.17,-0.11
10.77,-2.97,1.09,-0.56,0.21,-0.02
10.17,-2.95,1.51,-0.47,0.03,0.09
10.55,-2.72,1.29,-0.23,-0.16,0.09
10.34,-2.43,1.24,0.16,-0.22,0.16
9.93,-3.25,1.42,0.4,-0.25,0.11
9.84,-4.72,1.47,0.31,-0.21,-0.07
9.77,-4.24,1.27,0.28,-0.29,-0.17
8.8,-3.51,1.13,0.45,0.13,-0.22
11.77,-3.62,2.21,0.52,0.55,0.13
9.09,-3.6,2.34,0.2,-0.45,0.04
8.66,-4.07,1.91,0.1,0.02,-0.04
10.27,-5.04,2.1,0.06,0.17,-0.14
9.73,-2.53,1.76,-0.15,-0.1,0.01
10.35,-3.1,2.02,-0.11,-0.04,0.14
10.04,-3.62,1.71,-0.18,-0.24,0.12
9.86,-3.7,1.6,-0.22,-0.32,0.08
9.77,-3.64,1.37,-0.31,-0.19,0.15
9.71,-3.78,1.28,-0.43,-0.24,0.11
10.14,-3.65,0.96,-0.37,-0.13,0.09
10.28,-3.67,1.11,-0.32,-0.23,0.03
9.91,-3.46,0.98,-0.24,-0.26,0.03
9.94,-3.46,0.68,-0.14,-0.18,-0.01
9.89,-3.64,0.65,-0.09,-0.22,-0.06
9.65,-3.62,0.65,-0.04,-0.15,-0.03
9.98,-3.75,0.76,-0.04,-0.09,-0.02
9.84,-3.93,0.64,-0.02,0.01,-0.02
9.85,-3.83,0.63,-0.01,-0.09,-0.07
9.82,-4.1,0.64,-0.02,0.04,-0.13
9.75,-3.78,0.65,-0.02,-0.05,-0.1
9.74,-3.55,0.73,0.05,-0.03,-0.08
9.9,-3.68,0.82,-0.07,-0.05,-0.06
9.5,-3.96,0.81,-0.11,0.06,-0.2
9.49,-4.37,0.65,-0.39,-0.1,-0.07
9.91,-3.66,0.35,-0.54,0.15,-0.1
10.07,-4.13,0.45,-0.66,0.23,0.07
10.06,-2.99,0.48,-0.52,0.35,0.08
10.02,-3.36,0.42,-0.47,0.2,0.05
9.83,-3.96,0.15,-0.59,0.15,0.13
9.51,-3.94,0.12,-0.64,0.27,0.12
9.83,-3.58,-0.14,-0.54,0.47,-0.09
9.6,-3.94,0.14,-0.57,0.43,0.02
9.47,-4.13,-0.04,-0.64,0.41,0.11
10.05,-4.43,-0.49,-0.57,0.28,0.09
9.6,-5.5,-1.01,-0.35,0.41,-0.38
8.31,-3.37,-0.97,-0.14,0.28,0.14
10.67,-4.86,0.3,0.23,0.52,0.13
10.96,-7.4,-0.31,0.04,0.26,0.28
12.07,-5.91,0.76,-0.04,0.91,0.45
7.9,-4.1,1.24,-0.65,0.76,0.39
8.54,-4.35,4.34,-0.44,0.81,-0.41
12.18,-1.09,4.08,-0.28,0.2,-0.28
9.23,-5.15,3.07,-0.64,-0.32,-0.18
8.78,-3.37,2.38,-0.52,-0.16,-0.69
8.63,-2.74,1.15,-0.3,-0.07,-0.55
9.75,-3.15,0.82,-0.13,-0.16,-0.45
8.39,-2.64,0.18,0.08,-0.37,-0.3
8.91,-2.4,-0.29,0.32,-0.16,-0.11
10.57,-3.63,0.5,0.05,-0.24,0.07
11.6,-4.29,0.71,-0.41,-0.05,0.07
14.24,-4.23,-2.7,-0.67,-0.05,-0.36
11.15,-1.56,0.85,-0.46,0.57,-0.69
9.64,1.28,7.79,0.32,0.58,-0.73
11.15,-5.03,4.37,-0.08,0.34,0.03
10.94,-1.02,1.84,-0.04,-0.65,0.51
7.83,-1.94,2.56,0.31,-0.16,0.88
7.89,-2.47,1.88,0.48,0.2,0.54
7.91,-3.87,1.3,0.38,-0.32,0.62
6.59,-3.93,0.72,-0.04,-0.38,0.31
7.61,-3.2,-0.92,0.19,-0.29,0.06
10.71,-3.92,-0.84,0.71,-0.15,-0.11
14.2,-8.66,0.53,0.84,0.05,0.61
10.69,-4.46,-1.81,0.67,-0.7,0.66
10.49,-6.2,7.08,0.97,2.38,0.66
7.33,-0.02,7.97,0.22,0.9,-0.4
11.67,-4.5,4.21,0.5,0.36,-0.15
6.69,-1.82,2.83,-0.18,-0.67,-0.98
4.85,-2.43,2.1,0.31,0.18,-0.98
5.84,-0.83,1.86,0.44,0.48,-0.71
6.26,-2.39,2.86,0.65,0.63,-0.71
8.75,-3.28,3.9,0.41,0.92,-0.72
12.7,-4.53,-0.26,0.09,-0.34,-0.65
6.19,-0.54,1.24,0.47,-0.53,-0.74
