Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.6,-2.44,-0.79,-0.24,-0.36,0.14
10.17,-1.58,-1.53,0.28,-0.59,-0.03
9.96,-2.49,-0.06,0.39,-0.19,0.06
9.75,-3.65,0.58,0.1,-0.03,0.04
10.3,-3.11,0.53,-0.21,0.09,-0.05
9.93,-1.82,0.03,-0.41,-0.03,-0.03
10.21,-1.17,0.17,-0.21,-0.07,0.0
10.45,-2.14,-0.13,0.1,0.14,-0.03
10.31,-2.42,-0.34,0.09,-0.07,-0.06
10.23,-2.16,-0.34,0.14,-0.02,-0.11
10.08,-2.53,-0.12,0.13,0.03,-0.17
10.35,-2.4,-0.27,0.03,-0.03,-0.16
10.21,-2.46,-0.4,-0.03,-0.02,-0.15
10.35,-2.26,-0.46,-0.02,-0.02,-0.11
10.24,-2.33,-0.51,0.05,0.01,-0.07
10.21,-2.37,-0.34,0.07,-0.02,-0.04
10.37,-2.48,-0.4,0.06,-0.03,-0.1
10.25,-2.21,-0.26,0.04,-0.05,-0.1
10.34,-2.26,-0.17,-0.0,-0.04,-0.06
10.25,-2.31,-0.17,-0.07,-0.01,0.0
10.18,-2.37,-0.15,-0.13,0.01,0.01
10.31,-2.37,-0.16,-0.14,0.01,0.0
10.25,-2.3,-0.09,-0.12,0.02,0.01
10.26,-2.55,-0.12,-0.16,0.02,0.02
10.28,-2.28,-0.09,-0.23,0.02,0.02
10.29,-2.24,-0.1,-0.25,-0.0,0.01
10.32,-2.21,-0.15,-0.28,-0.02,0.02
10.28,-2.12,-0.26,-0.28,-0.01,0.02
10.25,-2.29,-0.28,-0.28,-0.02,0.04
10.24,-2.17,-0.3,-0.28,-0.0,0.04
10.27,-2.21,-0.38,-0.25,-0.01,0.02
10.3,-2.2,-0.35,-0.23,-0.03,0.01
10.32,-2.17,-0.38,-0.2,-0.04,-0.0
10.35,-2.23,-0.32,-0.2,-0.08,-0.05
9.99,-2.29,-0.41,-0.24,0.01,0.01
10.38,-2.3,-0.47,-0.27,0.05,0.0
10.21,-2.24,-0.5,-0.27,0.01,0.01
10.15,-2.3,-0.49,-0.26,0.03,0.02
10.32,-2.31,-0.53,-0.26,0.05,0.02
10.12,-2.34,-0.35,-0.27,0.04,0.02
10.3,-2.41,-0.28,-0.3,0.03,0.03
9.92,-2.56,-0.49,-0.32,0.01,0.01
9.75,-2.83,-0.87,-0.33,0.05,-0.01
9.86,-3.08,-1.3,-0.31,0.07,-0.02
9.78,-3.36,-1.3,-0.36,0.12,0.02
9.62,-3.44,-1.13,-0.5,0.21,0.06
9.43,-3.99,-1.02,-0.7,0.3,0.15
10.12,-4.24,-1.14,-0.79,0.35,0.31
10.41,-4.44,-0.82,-0.77,0.31,0.5
10.31,-5.23,-0.52,-0.79,0.42,0.56
10.86,-5.09,0.68,-0.92,0.42,0.27
10.93,-2.25,1.45,-1.2,0.45,-0.02
9.86,-1.63,1.36,-1.21,0.49,-0.14
10.1,-0.96,0.77,-1.12,0.54,-0.25
10.3,-1.64,0.23,-1.09,0.4,-0.46
8.63,-2.34,0.58,-1.27,0.49,-0.26
10.02,-1.97,0.31,-1.34,0.77,-0.25
10.91,-1.63,-1.09,-1.04,0.23,-0.17
9.85,-1.58,-1.63,-0.71,-0.21,-0.16
8.77,-1.68,-1.58,-0.58,-0.02,-0.02
9.75,-1.71,-1.88,-0.39,0.09,0.05
11.17,-2.14,-1.45,-0.39,-0.13,0.08
12.23,-2.8,-2.09,-0.69,0.02,0.19
11.98,-0.08,-3.08,-0.65,-0.22,-0.04
12.95,-1.83,0.56,0.1,0.11,-0.84
9.34,-2.61,5.49,-0.18,0.3,-0.33
11.55,-3.17,0.98,-0.5,0.03,0.31
10.22,0.38,0.1,0.34,-0.8,0.24
8.02,-2.78,0.67,0.25,-0.17,0.56
9.1,-2.44,0.12,0.14,-0.02,0.45
8.89,-3.0,-0.39,-0.06,-0.27,0.47
8.42,-3.15,-1.0,-0.28,-0.24,0.34
8.48,-2.89,-1.97,-0.1,-0.1,0.02
12.23,-2.65,-2.5,0.49,-0.44,-0.18
12.57,-6.05,-2.57,0.65,-0.48,0.27
9.7,-3.07,-3.32,0.4,-0.4,0.81
10.63,-6.12,5.45,-0.29,1.05,0.7
11.41,0.97,1.79,0.63,0.04,0.04
10.11,-6.37,0.89,-0.05,-0.4,-0.37
7.18,-1.7,0.51,-0.12,-0.4,-0.88
8.59,-1.83,-1.23,0.25,0.15,-0.7
9.32,-1.41,-1.26,0.09,-0.51,-0.62
9.32,-3.06,-2.15,-0.12,-0.17,-0.09
10.35,-3.05,-2.53,-0.47,-0.26,0.22
11.16,-1.21,-3.45,-0.31,-0.07,-0.16
11.37,-3.43,0.26,-0.55,0.61,-0.35
12.6,0.47,7.53,-0.24,0.62,-1.12
11.41,-3.56,0.32,-0.79,0.04,0.5
9.2,0.02,-1.03,-0.2,0.18,0.66
7.33,-0.72,0.77,0.06,0.58,0.59
