Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
8.86,-0.89,3.1,0.67,0.35,0.36
10.76,-0.84,3.78,0.61,0.08,0.59
10.04,-0.73,3.82,1.09,-0.02,0.36
10.04,-1.63,4.27,1.23,0.18,0.43
10.17,-2.0,3.81,1.13,0.1,0.29
10.3,-1.87,3.35,0.84,-0.03,0.19
10.29,-1.56,3.45,0.67,-0.1,0.1
10.18,-0.85,3.98,0.77,-0.04,0.06
10.15,-1.01,3.99,0.88,-0.06,0.09
9.82,-1.27,3.77,0.92,-0.05,0.16
9.94,-1.45,3.73,0.93,-0.03,0.21
10.1,-1.43,3.79,0.91,-0.02,0.22
10.3,-1.06,3.62,0.96,-0.1,0.2
10.33,-0.89,3.55,1.08,-0.17,0.24
10.21,-1.2,3.66,1.05,-0.17,0.28
9.71,-1.09,4.1,1.06,-0.19,0.31
9.9,-0.58,4.34,1.22,-0.17,0.41
9.87,-1.41,3.83,1.29,-0.25,0.48
9.91,-2.25,3.58,1.25,-0.19,0.52
11.46,-2.86,3.6,1.07,-0.14,0.3
9.5,-1.68,3.69,1.38,-0.2,0.02
9.62,-1.34,2.52,1.14,-0.14,0.18
10.86,-2.03,2.9,1.06,-0.26,0.02
10.22,-1.96,2.62,1.0,-0.32,-0.0
10.24,-0.93,2.63,0.97,-0.27,-0.09
10.41,-1.03,2.76,1.04,-0.22,0.03
10.5,-1.17,2.54,1.03,-0.2,0.15
10.63,-1.42,2.17,0.85,-0.28,0.22
10.86,-2.18,1.74,0.66,-0.3,0.31
10.47,-2.02,1.87,0.45,-0.33,0.28
10.33,-2.13,1.82,0.2,-0.31,0.22
10.14,-1.63,1.7,0.16,-0.26,0.15
10.17,-2.21,1.62,-0.02,0.04,-0.0
9.83,-0.77,2.22,0.02,0.02,-0.07
10.21,-0.64,1.31,0.19,0.08,-0.11
10.97,-0.27,2.24,0.36,-0.04,-0.16
10.42,-0.1,2.05,0.55,-0.16,-0.2
10.54,-0.9,2.37,0.51,-0.05,-0.13
10.42,-1.7,2.24,0.13,-0.07,-0.08
11.25,-1.28,3.16,0.07,-0.08,-0.0
10.24,-0.35,1.99,0.4,-0.5,-0.07
10.58,-0.49,1.75,0.51,-0.39,-0.13
10.42,-0.95,1.71,0.3,-0.34,-0.08
10.07,-0.33,1.24,0.1,-0.2,-0.07
10.49,-0.17,0.96,0.06,-0.12,-0.07
10.52,0.66,0.9,0.26,-0.05,-0.05
10.37,0.42,0.81,0.4,-0.03,0.07
10.38,0.24,0.36,0.55,0.01,0.18
10.96,-0.01,0.46,0.61,-0.1,0.22
11.0,-0.12,0.92,0.74,-0.11,0.12
10.23,-0.08,0.82,0.73,-0.02,0.03
10.29,-0.06,1.26,0.72,0.16,0.1
10.43,-0.05,1.72,0.64,0.04,0.12
10.61,-0.92,1.41,0.59,-0.02,0.16
10.41,-0.72,0.98,0.54,0.09,0.07
10.0,-0.16,0.98,0.53,0.26,0.15
10.32,-0.13,0.89,0.48,0.29,0.22
10.72,0.25,0.99,0.51,0.09,0.16
11.06,0.63,2.39,0.62,0.21,-0.03
10.64,0.35,3.27,0.93,0.19,-0.19
11.56,0.49,2.88,0.89,-0.12,0.09
9.92,-1.19,3.11,0.91,-0.13,0.4
9.48,-1.29,3.0,1.34,0.05,0.34
11.58,-2.47,3.4,1.28,-0.1,0.53
9.49,-1.06,2.18,1.4,-0.4,0.26
9.91,-0.89,2.46,1.45,-0.12,0.29
10.42,-1.82,1.56,1.17,-0.19,0.24
9.75,-0.84,1.2,1.01,-0.25,0.19
9.78,-0.75,1.12,0.86,-0.12,0.22
9.96,-1.57,0.81,0.62,-0.02,0.19
10.96,-1.22,0.81,0.52,-0.03,0.06
12.55,-1.32,0.63,0.48,-0.22,0.03
11.43,-1.32,-0.62,0.35,-0.53,0.1
12.54,0.03,2.07,0.34,0.01,0.46
9.43,-3.4,5.06,-0.43,0.24,0.78
9.32,-1.07,6.27,1.01,0.09,0.24
12.33,-3.49,2.8,0.38,-0.04,-0.06
9.0,-0.99,2.62,0.45,-0.36,-0.58
8.0,0.06,1.49,0.92,0.11,-0.25
10.73,-0.88,1.53,0.8,0.11,-0.28
9.25,-0.82,0.89,0.69,-0.32,-0.19
9.13,-0.59,0.18,0.46,-0.16,-0.1
10.28,-0.14,0.41,0.01,-0.2,-0.0
13.11,0.98,0.92,-0.32,-0.16,0.12
15.97,2.62,0.5,-0.11,-0.13,-0.44
10.91,-0.23,1.43,0.09,0.91,-0.27
7.72,-1.37,6.71,0.18,0.71,-0.07
11.35,-0.91,4.94,0.41,0.48,-0.03
12.16,-2.02,3.95,0.47,-0.57,0.42
7.18,-0.8,1.88,0.04,-0.57,0.46
7.99,-1.39,1.94,0.09,0.01,0.53
10.0,-1.69,1.9,0.34,-0.07,0.13
8.73,-0.69,0.83,0.38,-0.13,0.05
8.7,-0.93,-0.22,0.28,0.05,-0.18
9.68,-2.56,0.56,-0.21,0.2,-0.11
17.6,-1.5,-2.5,-0.24,-0.19,0.03
12.28,-1.15,5.3,-0.26,0.74,0.61
7.22,-5.58,3.25,-1.06,0.09,0.46
13.22,-2.46,4.26,-1.69,0.95,0.21
10.18,-1.44,2.25,-1.13,0.29,-0.65
5.8,-1.13,1.25,-0.54,0.56,-1.14
5.91,1.61,2.4,0.08,0.88,-1.0
8.17,-0.3,1.17,0.05,0.16,-0.14
10.35,0.74,3.21,0.85,-0.12,0.2
5.51,1.98,2.6,1.84,-0.44,-0.15
2.58,-0.52,2.9,-0.03,1.06,-0.45
2.45,-6.52,2.03,-0.52,0.88,-0.37
5.14,0.43,5.34,-1.33,1.13,-0.37
7.13,-1.31,9.38,-2.82,1.03,0.5
8.81,0.22,13.24,-2.68,1.97,-1.06
6.98,-5.44,14.74,-2.1,4.19,1.19
14.0,-6.94,10.16,0.42,3.07,2.2
9.15,-6.58,13.04,0.03,1.86,1.29
11.22,-10.0,20.28,-0.7,-0.08,0.07
3.75,-9.17,17.14,-1.6,-2.71,-1.62
2.97,-9.65,12.91,-0.71,-0.48,-0.14
2.86,-6.09,10.48,-0.32,0.07,0.45
5.0,-3.59,6.9,0.81,-0.3,0.31
4.85,-5.87,8.24,0.41,-0.27,1.55
5.17,-3.22,8.27,1.26,-0.92,1.15
4.02,-4.66,7.64,0.48,0.07,1.35
4.49,-4.08,6.94,0.37,0.43,0.64
7.29,-4.56,9.66,-0.45,-0.31,0.58
4.13,-2.95,7.57,-0.11,-0.17,0.36
6.01,-5.2,9.86,-0.8,-0.18,0.05
5.4,-2.81,7.88,-0.23,-0.44,-0.16
6.61,-4.52,8.39,-0.19,-0.18,-0.25
6.37,-3.78,7.74,0.13,-0.3,-0.32
7.37,-4.56,7.45,-0.23,-0.24,-0.25
7.67,-4.42,7.76,-0.22,-0.2,-0.21
7.35,-3.68,7.97,-0.26,-0.26,-0.22
6.98,-3.98,7.11,0.0,-0.01,-0.19
7.5,-3.83,7.44,0.07,0.02,-0.22
7.56,-3.75,7.29,-0.09,-0.06,-0.17
7.34,-3.29,7.53,-0.1,-0.12,-0.21
7.47,-3.47,7.75,-0.05,-0.06,-0.14
7.41,-3.33,7.48,0.0,-0.04,-0.07
7.64,-3.41,7.5,-0.14,-0.02,-0.07
7.33,-3.37,7.53,-0.23,-0.06,-0.18
7.35,-3.45,7.22,-0.22,-0.17,-0.24
7.5,-3.49,7.02,-0.28,-0.11,-0.31
7.71,-3.3,6.89,-0.37,0.11,-0.15
7.91,-3.33,7.65,-0.15,-0.15,0.07
