Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.59,-0.41,1.11,0.03,-0.03,-0.04
10.54,-0.41,1.14,-0.03,-0.05,-0.05
10.56,-0.36,1.12,-0.09,-0.05,-0.04
10.56,-0.36,1.06,-0.13,-0.06,-0.04
10.52,-0.23,1.14,-0.14,-0.05,-0.02
10.51,-0.11,1.21,-0.11,-0.04,-0.01
10.58,-0.22,1.23,-0.09,-0.02,-0.01
10.54,-0.22,1.17,-0.08,-0.03,-0.02
10.5,-0.28,1.1,-0.08,-0.05,-0.03
10.58,-0.23,1.13,-0.09,-0.04,-0.03
10.54,-0.2,1.03,-0.1,-0.06,-0.04
10.54,-0.27,0.96,-0.13,-0.05,-0.03
10.52,-0.19,0.95,-0.14,-0.03,-0.02
10.57,-0.26,1.02,-0.14,-0.04,-0.01
10.51,-0.23,0.91,-0.16,-0.04,-0.02
10.58,-0.21,0.93,-0.17,-0.03,-0.02
10.52,-0.19,0.91,-0.16,-0.03,-0.01
10.53,-0.16,0.88,-0.16,-0.04,-0.01
10.56,-0.16,0.91,-0.15,-0.01,-0.01
10.52,-0.2,0.88,-0.15,-0.01,-0.0
10.55,-0.15,0.89,-0.12,-0.0,-0.0
10.56,-0.2,0.96,-0.12,0.0,-0.0
10.5,-0.17,0.94,-0.11,0.02,-0.0
10.54,-0.23,0.96,-0.11,0.04,0.01
10.52,-0.26,0.96,-0.11,0.07,0.02
10.52,-0.27,0.96,-0.12,0.08,0.02
10.55,-0.29,1.06,-0.13,0.09,0.03
10.57,-0.31,1.08,-0.14,0.08,0.02
10.53,-0.35,1.1,-0.15,0.07,0.02
10.55,-0.32,1.18,-0.15,0.07,0.02
10.56,-0.35,1.2,-0.14,0.06,0.01
10.58,-0.43,1.14,-0.16,0.04,0.01
10.55,-0.38,1.2,-0.17,0.04,0.01
10.56,-0.4,1.38,-0.14,0.06,0.02
10.56,-0.4,1.49,-0.1,0.05,0.02
10.51,-0.57,1.36,-0.1,0.02,0.0
10.46,-0.48,1.31,-0.15,0.03,-0.01
10.47,-0.49,1.36,-0.17,0.06,0.0
10.5,-0.41,1.58,-0.16,0.1,0.0
10.49,-0.59,1.41,-0.22,0.06,-0.01
10.53,-0.5,1.3,-0.27,0.04,-0.04
10.51,-0.38,1.29,-0.33,0.07,-0.02
10.45,-0.52,1.28,-0.38,0.07,0.01
10.44,-0.72,1.31,-0.49,0.14,0.02
10.24,-0.96,1.24,-0.67,0.16,-0.0
10.32,-1.05,0.98,-0.84,0.19,-0.03
10.67,-0.89,0.53,-0.99,0.1,-0.05
10.58,-0.22,0.18,-1.09,0.1,0.08
10.23,0.2,-0.33,-0.97,0.16,0.15
10.28,-0.93,-0.03,-0.88,0.31,0.26
10.2,-1.0,0.05,-0.96,0.26,0.25
10.35,-1.12,0.64,-0.84,0.42,0.41
11.88,-2.9,0.34,-0.93,0.43,0.52
15.11,-2.5,1.89,-0.85,0.15,0.37
8.97,-0.25,0.63,-0.78,-0.44,0.19
9.68,-2.46,3.68,-0.33,0.6,0.2
10.63,-0.09,5.5,-0.13,-0.06,-0.04
11.15,-1.86,2.53,0.03,-0.25,-0.18
8.71,-1.84,1.85,0.11,-0.11,-0.47
9.28,-0.85,1.89,0.13,0.09,-0.39
9.91,-0.33,1.39,0.29,-0.16,-0.38
9.26,-0.22,0.66,0.48,-0.27,-0.21
9.35,-0.27,0.55,0.47,-0.18,-0.1
10.38,-0.08,0.45,0.26,-0.17,-0.0
12.23,-0.9,0.43,-0.35,-0.21,0.14
14.08,1.32,-0.27,-0.78,-0.25,-0.19
11.46,2.32,-0.13,-0.22,-0.07,-0.44
