Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.03,-2.54,-1.87,-0.11,-0.01,-0.03
10.13,-2.66,-1.93,-0.17,-0.06,0.02
9.74,-2.57,-1.92,-0.27,-0.04,0.05
9.83,-2.29,-2.13,-0.21,-0.04,0.02
10.0,-2.54,-2.3,-0.17,-0.01,0.04
9.92,-2.47,-1.96,-0.16,-0.03,0.06
9.92,-2.56,-1.85,-0.16,-0.1,0.06
9.75,-2.59,-1.98,-0.16,-0.08,0.01
9.66,-2.58,-1.94,-0.15,-0.07,0.08
9.71,-2.56,-1.98,-0.13,-0.07,0.06
9.65,-2.73,-2.09,-0.14,-0.08,0.02
9.86,-2.63,-2.22,-0.13,-0.11,-0.02
9.79,-2.92,-2.33,-0.18,-0.12,-0.05
9.63,-2.49,-2.45,-0.18,-0.03,0.02
9.86,-2.67,-2.49,-0.18,-0.04,0.02
9.64,-2.82,-2.48,-0.17,-0.05,0.01
9.67,-2.47,-2.52,-0.17,-0.04,-0.0
9.61,-2.49,-2.48,-0.13,0.02,0.03
9.66,-2.71,-2.44,-0.08,-0.02,-0.02
9.66,-2.78,-2.37,-0.09,-0.01,-0.04
9.69,-2.73,-2.41,-0.11,0.01,-0.03
9.67,-2.67,-2.32,-0.12,0.02,-0.02
9.64,-2.75,-2.46,-0.12,0.08,-0.04
9.72,-2.71,-2.32,-0.12,0.13,-0.03
9.77,-2.63,-2.26,-0.12,0.1,-0.06
9.8,-2.55,-2.21,-0.12,0.09,-0.05
9.74,-2.58,-2.12,-0.12,0.08,-0.05
9.81,-2.62,-2.13,-0.12,0.08,-0.06
9.82,-2.44,-1.97,-0.07,0.06,-0.08
9.9,-2.53,-1.96,-0.04,0.03,-0.1
9.77,-2.58,-1.92,-0.03,0.06,-0.11
9.85,-2.65,-1.92,-0.07,0.12,-0.1
9.83,-2.77,-1.76,-0.14,0.12,-0.09
9.86,-3.07,-1.71,-0.27,0.14,-0.03
9.78,-3.0,-1.84,-0.47,0.24,0.03
9.73,-2.85,-1.82,-0.56,0.26,0.07
9.82,-2.79,-1.9,-0.63,0.26,0.1
9.77,-2.77,-1.97,-0.71,0.28,0.17
9.71,-2.61,-2.28,-0.74,0.28,0.18
9.63,-2.96,-2.08,-0.81,0.3,0.22
9.57,-3.04,-1.95,-0.92,0.32,0.23
9.62,-3.34,-1.78,-1.0,0.34,0.26
9.72,-3.73,-1.53,-1.11,0.35,0.3
9.75,-3.81,-1.73,-1.11,0.4,0.36
10.13,-3.6,-1.77,-0.92,0.35,0.42
10.23,-4.49,-1.58,-0.82,0.2,0.52
9.75,-3.98,-1.47,-0.82,0.15,0.44
9.52,-2.48,-0.4,-0.76,0.26,0.11
10.16,-2.09,-0.25,-0.76,0.38,0.04
10.03,-2.11,-0.71,-0.84,0.22,-0.05
10.41,-2.78,-1.07,-1.21,0.33,-0.07
9.52,-1.28,-1.39,-1.04,0.29,-0.2
9.75,-1.94,-1.69,-0.77,0.28,-0.18
10.16,-1.73,-2.17,-0.5,-0.07,-0.26
9.18,-2.27,-2.54,-0.28,-0.15,-0.26
9.13,-1.39,-2.79,-0.23,0.0,-0.17
9.72,-2.68,-2.26,-0.37,0.38,0.03
11.3,-2.85,-2.87,-0.57,0.36,0.22
11.1,-2.44,-3.34,-0.63,0.11,0.15
9.35,-3.24,-4.28,-0.82,-0.09,0.09
13.14,-1.07,-1.64,-0.82,0.73,-0.37
10.13,-0.61,3.5,-0.25,0.05,-0.53
9.52,-3.99,0.98,-0.92,0.13,0.31
11.03,0.16,-1.81,-0.23,-0.09,0.04
9.99,-1.25,-0.67,0.17,-0.52,0.47
7.84,-2.52,-0.75,0.14,0.17,0.5
9.06,-2.53,-1.72,0.07,0.14,0.35
7.99,-3.5,-1.81,-0.25,-0.06,0.37
7.87,-3.45,-2.61,-0.42,0.07,0.2
11.17,-2.42,-4.22,0.13,-0.12,-0.15
14.92,-5.55,-4.14,0.64,-0.1,0.25
8.97,-4.23,-4.37,0.22,-0.36,0.74
10.63,-2.7,4.38,0.38,1.31,0.15
10.61,-0.68,2.51,0.74,0.38,0.21
12.8,-4.64,0.45,0.27,-0.44,-0.45
5.45,-3.46,0.43,-0.24,-0.26,-0.71
6.75,-1.87,-0.49,0.29,0.28,-0.88
9.05,-1.2,-1.23,0.14,0.17,-0.56
11.27,-2.22,-2.64,0.11,-0.15,-0.24
11.11,-2.94,-2.63,-0.08,-0.35,-0.04
12.19,-2.13,-3.98,-0.13,-0.02,-0.13
10.0,-0.13,3.39,-0.16,0.93,-0.17
12.81,-4.69,5.02,-0.31,0.1,-0.26
12.26,0.72,-1.65,0.22,-0.34,0.37
7.89,-1.48,0.56,0.95,-0.11,0.44
5.41,-2.56,1.14,1.2,0.43,0.25
6.39,-1.96,1.05,1.22,0.57,-0.02
5.09,-1.66,0.65,1.29,0.33,-0.24
3.42,-1.94,1.35,1.38,0.32,-0.27
4.37,-3.42,1.47,1.0,0.78,-0.19
9.63,-7.18,-1.23,1.12,-0.12,-0.21
1.89,-3.26,-4.75,0.97,-0.03,-0.46
9.58,-4.54,-0.59,1.82,1.92,-0.0
19.38,0.26,15.09,2.35,2.45,0.34
1.22,24.42,16.55,-1.3,-22.89,-21.75
9.9,-3.77,4.47,0.42,1.51,0.25
14.81,-3.41,2.0,0.96,-0.23,-0.31
7.5,0.56,15.56,2.12,-1.46,-2.12
8.24,7.85,12.47,3.3,1.53,-3.32
6.49,5.88,7.0,2.14,1.7,-2.93
7.45,12.65,7.05,3.65,1.89,-0.62
0.5,-0.08,3.39,4.02,-0.22,-1.2
-3.96,45.03,20.74,1.85,2.8,-4.37
2.71,2.42,0.01,1.65,1.74,-2.38
-4.04,17.78,-5.46,2.72,-0.05,-0.25
3.96,5.72,-3.6,2.65,0.33,-0.83
-1.56,11.71,-6.18,2.46,-1.79,-1.51
0.91,8.59,-5.01,2.6,-0.94,-1.32
-0.51,6.23,-4.37,1.4,-0.64,-0.78
0.61,6.2,-5.99,1.0,-0.7,-0.3
-1.73,6.5,-6.51,0.75,0.03,-0.01
-0.66,6.66,-6.96,-0.12,-0.11,0.24
-0.11,6.46,-6.18,-0.56,-0.01,0.35
-0.36,7.06,-6.1,-0.85,0.21,0.39
0.63,7.17,-5.02,-1.08,0.2,0.52
0.66,7.77,-4.8,-1.32,0.37,0.47
