Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
8.82,-5.02,-2.25,0.7,-0.71,0.9
8.75,-5.1,-2.15,0.69,-0.73,0.89
8.73,-5.04,-2.16,0.67,-0.73,0.9
8.64,-4.91,-2.16,0.65,-0.73,0.88
8.81,-4.93,-2.3,0.69,-0.74,0.84
8.69,-4.96,-2.21,0.68,-0.75,0.84
8.71,-5.05,-2.36,0.67,-0.77,0.83
8.79,-5.18,-2.33,0.64,-0.76,0.86
8.64,-5.25,-2.28,0.62,-0.76,0.9
8.58,-5.07,-2.35,0.64,-0.77,0.88
8.69,-5.09,-2.29,0.65,-0.78,0.88
8.5,-5.07,-2.32,0.67,-0.79,0.89
8.85,-5.1,-2.42,0.71,-0.79,0.87
8.64,-5.08,-2.34,0.68,-0.77,0.93
8.75,-5.05,-2.46,0.67,-0.77,0.95
8.64,-4.84,-2.45,0.68,-0.77,0.94
8.73,-4.98,-2.45,0.68,-0.76,0.94
8.68,-4.89,-2.4,0.68,-0.75,0.94
8.74,-4.95,-2.49,0.68,-0.75,0.93
8.64,-4.94,-2.45,0.67,-0.74,0.93
8.68,-4.93,-2.48,0.67,-0.73,0.93
8.71,-4.92,-2.48,0.67,-0.74,0.93
8.65,-4.97,-2.48,0.66,-0.73,0.93
8.73,-4.92,-2.48,0.67,-0.74,0.92
8.65,-4.94,-2.44,0.67,-0.74,0.91
8.77,-4.93,-2.45,0.68,-0.76,0.91
8.66,-4.87,-2.44,0.69,-0.73,0.9
8.77,-4.97,-2.38,0.68,-0.76,0.89
8.61,-4.87,-2.36,0.67,-0.75,0.89
8.78,-4.71,-2.53,0.68,-0.72,0.83
8.96,-4.57,-2.67,0.75,-0.79,0.74
9.02,-4.32,-2.7,0.81,-0.8,0.69
9.09,-3.99,-2.69,0.84,-0.75,0.66
9.3,-3.64,-2.61,0.92,-0.79,0.61
8.67,-3.09,-2.97,1.01,-0.84,0.8
8.92,-3.26,-3.43,1.01,-0.7,1.05
