Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.26,-3.75,-2.55,-0.11,-0.01,-0.01
9.26,-3.73,-2.58,-0.11,0.0,-0.01
9.29,-3.69,-2.54,-0.11,-0.0,-0.02
9.28,-3.73,-2.52,-0.11,-0.01,-0.01
9.28,-3.73,-2.54,-0.11,-0.01,-0.01
9.28,-3.75,-2.5,-0.12,-0.01,-0.01
9.25,-3.77,-2.49,-0.13,-0.01,-0.01
9.3,-3.76,-2.51,-0.14,-0.01,-0.0
9.28,-3.74,-2.54,-0.14,0.0,-0.0
9.25,-3.71,-2.45,-0.14,0.02,0.0
9.31,-3.75,-2.51,-0.13,0.0,-0.0
9.28,-3.74,-2.53,-0.13,-0.01,-0.0
9.27,-3.71,-2.49,-0.13,0.0,-0.01
9.25,-3.75,-2.51,-0.13,-0.01,-0.01
9.28,-3.69,-2.54,-0.13,-0.01,-0.01
9.27,-3.71,-2.53,-0.12,-0.01,-0.01
9.26,-3.72,-2.53,-0.12,-0.01,-0.01
9.26,-3.69,-2.5,-0.12,-0.01,-0.01
9.26,-3.75,-2.57,-0.12,-0.01,-0.01
9.26,-3.69,-2.51,-0.11,-0.01,-0.02
9.23,-3.68,-2.52,-0.12,-0.02,-0.01
9.26,-3.75,-2.6,-0.11,-0.01,-0.01
9.21,-3.7,-2.61,-0.12,-0.01,-0.01
9.32,-3.76,-2.59,-0.11,-0.02,-0.02
9.19,-3.74,-2.57,-0.12,-0.02,-0.01
9.25,-3.72,-2.63,-0.12,-0.02,-0.01
9.2,-3.73,-2.62,-0.12,-0.01,-0.01
9.24,-3.71,-2.59,-0.11,-0.0,-0.02
9.22,-3.72,-2.6,-0.12,0.0,-0.01
9.25,-3.75,-2.57,-0.12,0.01,-0.01
9.22,-3.78,-2.61,-0.13,-0.0,-0.01
9.22,-3.72,-2.55,-0.13,0.0,-0.01
9.29,-3.71,-2.59,-0.13,0.01,-0.01
9.23,-3.73,-2.6,-0.12,0.0,-0.01
9.22,-3.78,-2.48,-0.13,0.0,-0.01
9.24,-3.77,-2.48,-0.13,0.02,-0.03
