Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.73,2.11,4.78,-0.11,0.06,-0.01
9.77,0.89,4.96,-0.12,0.04,-0.02
9.67,1.11,4.71,-0.17,0.02,-0.03
9.67,1.1,4.85,-0.13,0.01,-0.01
9.66,0.95,4.85,-0.13,0.02,-0.0
9.7,1.01,4.96,-0.12,0.03,-0.0
9.76,0.86,5.03,-0.12,0.02,-0.01
9.59,0.87,4.9,-0.15,0.01,-0.03
9.62,0.89,4.97,-0.19,0.01,-0.04
9.63,0.87,4.98,-0.21,-0.01,-0.04
9.6,0.88,4.87,-0.22,0.0,-0.05
9.64,0.92,4.87,-0.24,0.03,-0.04
9.69,1.06,4.79,-0.22,0.03,-0.03
9.65,1.15,4.85,-0.18,0.06,-0.02
9.64,1.13,4.87,-0.16,0.06,-0.02
9.67,1.08,4.93,-0.13,0.06,-0.01
9.64,0.96,4.94,-0.11,0.06,-0.02
9.66,0.66,4.91,-0.13,0.07,-0.06
9.62,0.61,4.9,-0.19,0.09,-0.09
9.75,0.74,5.04,-0.24,0.09,-0.13
9.59,0.94,5.24,-0.27,0.07,-0.14
9.64,1.5,5.39,-0.21,0.03,-0.16
9.21,1.07,5.24,-0.19,-0.01,-0.05
9.58,1.09,5.73,-0.1,-0.09,-0.07
9.24,0.84,5.15,-0.14,-0.0,-0.09
9.46,1.03,5.43,-0.15,-0.02,-0.07
9.46,1.28,5.2,-0.11,-0.05,-0.02
9.18,1.56,5.64,-0.05,0.04,-0.0
9.23,1.36,5.51,-0.04,0.03,0.06
9.59,1.05,5.98,-0.1,0.08,-0.0
9.19,1.01,5.88,-0.22,0.05,-0.07
9.17,1.55,5.89,-0.23,0.0,-0.06
8.9,0.5,5.21,-0.21,0.15,-0.1
9.56,0.98,6.04,-0.24,0.22,-0.19
9.25,1.88,5.61,-0.12,0.2,-0.13
9.66,1.63,5.75,0.17,0.3,-0.2
9.4,2.34,5.21,0.41,0.1,-0.12
9.2,1.49,5.7,0.31,0.45,-0.29
