Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.45,-1.32,-0.91,-0.27,-0.12,0.03
10.27,-1.25,-0.92,-0.34,-0.11,0.05
10.1,-0.98,-1.13,-0.4,0.03,0.08
10.4,-0.67,-1.2,-0.34,0.04,0.1
10.46,-0.54,-1.19,-0.16,-0.01,0.0
10.44,-0.56,-1.08,-0.01,-0.08,-0.08
10.17,-0.68,-1.1,0.15,-0.03,-0.13
10.22,-0.9,-1.28,0.22,0.05,-0.14
10.32,-1.01,-1.3,0.29,0.14,-0.18
10.45,-1.0,-1.24,0.29,0.06,-0.17
10.48,-0.99,-1.2,0.26,-0.07,-0.14
10.35,-0.99,-1.17,0.23,-0.12,-0.12
10.31,-1.19,-1.07,0.19,-0.1,-0.12
10.27,-2.01,-1.19,-0.03,0.07,-0.11
10.37,0.07,-0.88,0.03,-0.11,-0.05
10.32,-1.43,-1.2,0.0,-0.04,0.01
10.2,-0.85,-1.31,-0.05,0.03,-0.02
10.14,-0.7,-1.53,-0.06,0.06,-0.03
10.26,-1.13,-1.51,-0.08,0.08,-0.03
10.37,-0.85,-1.2,-0.12,0.08,-0.02
10.48,-0.98,-1.06,-0.19,0.03,0.04
10.45,-0.98,-0.91,-0.23,-0.01,0.07
9.91,-0.85,-0.58,-0.29,-0.28,0.05
10.24,-0.77,-0.86,-0.2,-0.0,0.02
10.42,-1.39,-1.07,-0.2,0.06,0.0
10.58,-1.05,-1.1,-0.28,0.08,-0.04
10.44,-0.63,-1.17,-0.22,0.21,0.07
10.29,-0.72,-0.88,-0.11,-0.08,-0.05
10.54,-0.93,-1.0,-0.2,-0.16,0.04
10.7,-1.06,-0.95,-0.1,-0.05,0.06
10.11,-0.87,-0.77,-0.19,-0.17,0.07
10.24,-1.48,-1.28,-0.19,0.02,0.1
9.94,-1.53,-0.95,-0.29,0.14,0.02
10.36,-0.74,-1.15,-0.23,0.12,-0.09
10.91,-0.96,-0.81,-0.18,0.33,-0.11
9.66,-1.08,-1.2,-0.09,0.56,-0.1
7.18,-1.23,0.16,-0.14,0.87,-0.16
14.06,0.92,0.39,0.24,0.24,-0.55
11.78,-2.33,0.16,-0.19,-2.52,0.37
9.79,-1.13,-1.11,-0.2,-0.35,0.13
9.88,-0.47,-1.4,-0.35,-0.33,0.01
9.74,0.25,-1.9,-0.14,-0.03,-0.02
9.84,-2.05,-1.08,-0.11,0.03,0.04
10.14,0.2,-1.64,-0.25,-0.19,-0.17
9.92,-0.83,-1.04,-0.02,-0.07,-0.15
10.29,-1.24,-2.64,-0.51,0.39,0.06
10.93,-2.05,-1.86,-0.75,0.48,0.16
10.59,-1.83,-0.64,-1.06,0.56,0.56
7.99,-0.28,-0.22,-1.49,0.3,0.61
11.21,-1.74,-1.34,-1.66,0.29,0.46
9.45,-0.3,-0.93,-1.66,0.23,0.36
9.38,-0.79,-0.55,-1.7,0.49,0.36
8.87,-0.59,0.01,-1.63,0.41,0.39
5.11,0.34,1.88,-1.59,0.72,0.42
4.58,0.57,0.54,-1.8,1.44,0.17
8.59,-1.39,0.57,-2.39,0.99,-0.0
8.75,2.83,-0.79,-2.08,0.43,-0.3
9.84,2.73,-1.13,-2.04,0.43,0.33
9.12,-1.56,3.13,-2.87,1.13,0.43
12.37,2.74,4.99,-2.43,1.53,0.05
8.9,4.37,4.3,-2.32,1.17,0.17
6.4,0.61,-0.62,-2.36,1.84,0.23
25.13,-3.64,14.01,-0.25,4.37,0.4
4.66,-2.96,-1.34,-1.98,1.35,0.41
15.1,-4.12,2.42,-2.43,2.77,0.96
4.67,-0.91,-3.83,-3.23,-0.38,2.27
9.26,-8.71,4.16,-1.67,0.01,1.45
7.28,-7.39,6.58,-3.59,-1.33,1.89
24.55,-19.95,9.52,-4.37,-3.99,2.05
-0.96,10.54,-5.45,-1.34,0.74,3.24
0.14,-12.8,-1.11,2.21,-1.15,2.36
6.09,-11.55,-1.06,-0.54,-0.98,3.13
-3.34,-8.27,-1.57,-1.14,-1.94,2.54
-10.59,-13.54,1.43,0.55,-1.35,2.49
-5.41,-8.54,-5.38,2.17,-1.09,-2.28
2.45,-7.93,0.57,-0.81,0.32,1.45
-10.57,-12.33,-2.52,-1.05,-1.33,0.52
-0.67,-7.07,-1.81,0.27,1.29,-0.05
-1.58,-8.9,1.22,0.42,-1.64,-0.02
-5.27,-10.08,1.26,0.0,-0.29,-0.24
0.93,-9.4,-0.82,0.66,0.26,-0.46
-0.61,-10.34,2.95,0.39,-0.43,-0.25
-0.17,-10.33,2.73,0.22,-0.17,-0.25
0.8,-10.05,2.87,-0.03,-0.14,-0.14
