Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.61,-0.57,5.18,-0.12,-0.01,-0.01
9.61,-0.58,5.16,-0.13,-0.01,-0.01
9.62,-0.58,5.15,-0.13,-0.02,-0.01
9.56,-0.56,5.12,-0.13,-0.02,-0.01
9.59,-0.57,5.3,-0.14,-0.04,-0.01
9.64,-0.58,5.2,-0.14,-0.02,-0.01
9.6,-0.59,5.22,-0.13,-0.02,-0.01
9.61,-0.57,5.25,-0.13,-0.03,-0.01
9.58,-0.62,5.23,-0.14,-0.03,-0.0
9.58,-0.57,5.16,-0.13,-0.02,-0.01
9.58,-0.61,5.2,-0.13,-0.02,-0.0
9.63,-0.59,5.19,-0.12,-0.01,-0.01
9.64,-0.62,5.17,-0.13,-0.01,-0.01
9.63,-0.59,5.14,-0.12,0.01,-0.01
9.56,-0.64,5.07,-0.12,0.02,-0.01
9.66,-0.58,5.18,-0.12,0.01,-0.01
9.63,-0.64,5.16,-0.1,0.0,-0.01
9.64,-0.61,5.14,-0.1,-0.0,-0.0
9.6,-0.63,5.12,-0.1,0.01,-0.01
9.66,-0.61,5.13,-0.11,0.01,-0.01
9.64,-0.62,5.12,-0.11,0.0,-0.01
9.61,-0.67,5.15,-0.12,0.0,-0.01
9.61,-0.65,5.15,-0.12,-0.01,-0.01
9.66,-0.63,5.2,-0.13,-0.01,-0.02
9.63,-0.61,5.12,-0.13,0.0,-0.01
9.62,-0.63,5.24,-0.14,-0.01,-0.01
9.61,-0.61,5.13,-0.13,-0.0,-0.01
9.63,-0.63,5.18,-0.13,-0.0,-0.01
9.62,-0.63,5.12,-0.13,-0.0,-0.01
9.63,-0.58,5.1,-0.13,-0.0,-0.0
9.65,-0.61,5.12,-0.13,-0.0,0.0
9.64,-0.58,5.13,-0.12,-0.0,0.0
9.62,-0.62,5.17,-0.12,0.02,0.0
9.6,-0.62,5.09,-0.12,0.02,0.01
9.63,-0.61,5.07,-0.12,0.01,0.02
9.69,-0.61,5.09,-0.1,0.01,0.03
9.8,-0.63,5.0,-0.11,-0.05,0.03
9.56,-0.54,4.69,-0.09,-0.07,0.04
9.67,-0.7,4.89,-0.12,0.03,0.05
9.68,-0.61,4.96,-0.11,-0.0,0.06
9.72,-0.68,5.12,-0.09,0.07,0.09
9.66,-0.95,5.24,-0.11,-0.02,0.12
9.45,-1.02,4.95,-0.17,-0.05,0.05
8.82,-0.05,3.67,-0.02,-0.09,-0.01
8.55,0.11,3.34,0.09,0.2,-0.01
9.56,-0.26,3.55,0.1,0.06,0.06
10.71,1.02,3.55,0.05,-0.08,0.15
8.31,0.57,3.15,0.25,-0.15,0.17
8.28,0.77,3.77,0.71,-0.16,0.18
5.34,1.77,2.82,1.6,0.05,0.39
5.11,1.35,2.71,2.23,1.0,0.75
11.9,0.75,7.02,2.63,2.05,1.07
9.96,-5.0,7.51,4.37,-1.61,1.59
4.49,-2.24,4.37,2.9,-0.35,0.72
5.62,-3.67,4.49,2.4,1.34,0.39
8.13,-0.91,7.92,2.63,1.12,0.15
5.38,-3.47,6.2,2.36,1.78,-0.52
1.19,2.99,8.79,2.92,2.52,-0.83
29.6,12.68,21.22,-0.53,4.37,-2.97
11.32,4.06,7.69,1.67,1.87,-1.94
7.42,4.68,6.72,2.71,2.91,-1.75
7.6,0.65,8.26,1.35,2.54,-2.1
3.87,4.98,5.63,1.37,1.76,-2.77
-3.5,4.33,0.88,-0.21,2.12,-2.2
-7.01,6.42,10.15,1.77,1.74,-0.07
-5.79,10.62,6.14,2.49,-0.05,1.31
-6.36,6.49,1.1,3.32,1.65,2.15
0.15,7.25,2.51,3.54,0.4,2.72
-4.21,7.69,1.96,4.07,0.62,2.73
-4.06,46.71,-31.48,4.37,-1.96,4.37
3.17,-23.83,8.46,3.95,4.37,0.47
1.1,1.75,0.88,2.34,-1.44,0.63
-2.99,8.4,-7.1,3.05,0.93,1.93
6.93,-2.72,-9.47,3.9,1.13,2.74
4.41,-4.44,-8.77,1.79,-0.22,1.79
5.78,-0.39,-7.11,1.73,-0.28,1.71
4.06,-2.62,-7.92,1.3,0.25,1.5
5.11,-2.92,-7.81,-0.1,0.47,0.81
4.64,-1.85,-7.86,0.01,-0.17,0.53
4.52,-3.2,-7.84,-0.07,-0.29,0.15
4.04,-2.97,-8.08,-0.26,-0.13,-0.22
4.43,-1.79,-9.03,0.01,0.07,-0.16
4.71,-2.98,-7.88,-0.21,0.23,-0.18
5.29,-0.6,-8.72,0.07,0.1,-0.06
5.37,-1.68,-7.56,0.03,-0.03,-0.16
5.08,-1.25,-7.9,-0.07,0.07,-0.32
5.57,-1.36,-7.88,0.13,0.02,-0.22
5.15,-2.1,-8.01,0.01,-0.03,-0.22
5.36,-1.54,-8.0,-0.0,-0.04,-0.2
5.1,-1.78,-7.85,-0.14,0.0,-0.16
5.54,-1.46,-7.89,-0.08,-0.04,-0.06
5.58,-1.77,-7.85,-0.21,-0.1,0.01
5.29,-1.66,-7.73,-0.41,-0.04,0.05
5.06,-1.37,-8.36,-0.36,-0.08,0.11
5.17,-1.24,-8.06,-0.34,-0.11,0.14
