Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.16,-2.81,1.03,-0.14,-0.01,-0.01
10.2,-2.8,1.1,-0.13,0.0,-0.01
10.18,-2.84,1.11,-0.12,-0.0,-0.01
10.16,-2.82,1.04,-0.12,0.01,-0.01
10.23,-2.8,1.09,-0.12,0.0,-0.01
10.22,-2.83,1.14,-0.1,-0.01,-0.02
10.18,-2.92,1.08,-0.12,-0.0,-0.01
10.16,-2.83,1.08,-0.14,-0.01,-0.01
10.22,-2.84,1.17,-0.14,-0.0,-0.02
10.2,-2.83,1.03,-0.14,-0.01,-0.02
10.16,-2.77,1.1,-0.15,-0.01,-0.01
10.23,-2.83,1.07,-0.14,-0.0,-0.02
10.21,-2.78,1.06,-0.13,-0.02,-0.02
10.13,-2.82,1.02,-0.14,-0.01,-0.02
10.23,-2.8,1.05,-0.12,-0.01,-0.02
10.18,-2.81,1.06,-0.13,-0.02,-0.02
10.19,-2.83,1.04,-0.13,-0.02,-0.02
10.18,-2.79,1.0,-0.13,-0.01,-0.02
10.18,-2.76,0.97,-0.13,-0.01,-0.02
10.21,-2.78,1.0,-0.12,-0.01,-0.02
10.17,-2.77,1.02,-0.12,-0.02,-0.02
10.24,-2.86,0.96,-0.13,-0.02,-0.02
10.13,-2.74,0.97,-0.13,0.0,-0.02
10.26,-2.8,1.01,-0.13,-0.0,-0.02
10.19,-2.77,0.99,-0.13,0.0,-0.02
10.23,-2.78,1.01,-0.13,0.0,-0.02
10.17,-2.77,1.01,-0.14,-0.0,-0.02
10.18,-2.77,1.02,-0.15,-0.0,-0.02
10.3,-2.78,0.88,-0.11,0.04,-0.03
10.39,-2.84,0.93,-0.12,0.07,-0.02
10.3,-3.19,0.73,-0.22,0.14,0.01
10.04,-2.56,0.62,-0.19,0.08,0.04
10.25,-2.98,0.7,-0.1,0.09,0.05
10.28,-3.31,0.78,-0.13,-0.02,0.08
9.8,-2.77,0.63,-0.09,0.03,0.06
10.18,-3.27,0.28,-0.09,0.07,0.04
9.83,-3.1,0.39,-0.17,-0.04,0.04
9.81,-3.28,0.48,-0.2,0.1,0.02
9.94,-3.4,0.39,-0.28,0.11,-0.0
9.84,-3.23,0.23,-0.32,0.11,0.0
9.54,-3.04,0.05,-0.34,0.21,0.01
9.82,-3.54,-0.21,-0.2,0.26,-0.03
8.97,-3.61,0.1,-0.38,0.16,0.01
8.87,-3.55,0.41,-0.64,0.4,-0.02
8.96,-4.0,-0.04,-0.53,0.48,-0.08
9.64,-5.39,-0.0,-0.56,0.33,-0.09
11.46,-5.82,-1.37,-0.54,0.28,-0.13
12.29,-5.76,-2.1,-0.65,0.06,0.04
14.24,-7.22,3.35,-0.82,0.71,0.16
9.91,-1.68,-1.29,-1.24,-0.92,0.74
4.82,-2.24,7.53,0.0,1.15,-0.37
16.1,-5.33,3.54,-0.7,0.52,0.07
9.93,-1.62,2.22,-0.54,-0.41,-0.18
8.16,-3.02,1.79,0.01,0.35,-0.5
8.52,-2.62,-0.11,-0.22,0.12,-0.43
5.93,-1.96,0.38,-0.5,-0.24,-0.21
5.97,-1.16,0.5,-0.47,0.34,0.18
12.51,-2.94,0.77,-0.62,0.37,0.54
13.34,-4.23,-1.24,-0.6,-0.46,-0.03
12.95,-4.54,1.84,-0.54,-0.22,-0.15
13.79,-0.58,2.31,0.16,-0.78,-0.78
9.84,-3.01,5.52,-0.08,0.36,-0.49
12.1,-3.37,3.19,-0.2,0.33,-0.1
8.1,-2.08,2.18,0.0,0.51,0.26
7.08,-2.73,1.43,0.16,0.76,0.51
5.58,-2.09,1.74,0.28,0.47,0.42
6.62,-1.8,2.24,0.79,0.6,0.31
12.61,-4.83,1.43,0.9,0.48,0.4
11.95,-4.93,-0.72,0.61,-0.54,0.35
11.28,-8.28,6.13,0.89,2.09,-0.49
12.62,2.7,5.83,0.74,0.2,0.05
10.04,-4.38,6.56,0.9,-0.31,-0.82
7.83,-0.62,7.92,0.51,1.44,-0.56
3.58,5.04,2.53,1.09,-1.95,0.01
-4.88,-5.91,6.07,-0.15,-0.69,0.03
5.08,-3.39,4.99,-0.7,3.69,1.11
15.85,-0.36,-6.89,-1.1,2.02,1.62
8.45,-4.9,15.91,-0.58,-1.65,-1.33
10.43,-1.07,16.72,-0.62,3.21,1.77
13.44,-2.47,7.67,0.86,1.36,-0.15
9.04,-2.26,7.89,1.39,0.86,-1.02
11.69,-4.79,7.83,2.03,0.03,-0.77
4.61,-2.99,7.82,3.21,-1.26,-1.13
10.07,5.01,10.76,2.93,-1.78,0.93
7.0,4.78,8.95,3.24,-1.44,0.81
5.31,-0.19,0.28,2.81,-1.3,1.38
5.17,1.39,8.22,1.5,-1.9,0.19
10.77,13.35,10.85,3.16,-1.41,-0.81
11.43,11.08,6.89,3.25,-0.1,-2.57
7.73,-0.41,1.62,3.63,-1.88,-2.85
15.66,2.77,-0.3,0.25,-2.89,-4.37
7.06,10.86,-2.39,-0.1,-0.75,-2.18
3.93,6.48,-1.43,0.42,-1.21,-2.39
2.04,13.2,-3.13,1.67,-1.67,-2.55
-4.82,11.64,-5.33,0.89,-2.54,-1.75
-4.41,7.27,-3.28,0.97,-0.69,-0.78
-0.8,6.82,-4.67,1.77,-0.93,-1.69
-5.1,7.46,-8.51,0.68,-0.12,-0.46
1.65,5.36,-5.0,0.5,-0.83,0.02
-1.64,7.32,-5.45,0.09,0.26,0.09
0.97,6.89,-5.54,-0.2,-0.28,0.15
0.59,7.61,-4.32,-0.1,0.18,0.14
0.16,8.07,-5.29,-0.32,-0.08,0.26
-0.19,8.0,-5.02,-0.17,0.46,0.12
1.18,7.63,-5.84,-0.16,0.4,0.18
0.76,7.62,-4.89,-0.32,0.15,0.21
1.1,8.01,-4.52,-0.27,0.49,0.27
1.0,7.7,-5.15,-0.34,0.16,0.3
2.05,8.01,-3.71,-0.35,0.42,0.28
0.88,8.97,-4.26,-0.11,0.17,0.29
3.83,7.53,-4.23,0.21,0.33,0.03
2.18,8.17,-5.08,0.04,0.05,0.07
2.9,6.95,-4.6,-0.15,-0.02,0.01
1.9,7.86,-5.21,-0.27,-0.06,0.06
2.29,7.5,-4.98,-0.27,-0.11,0.0
2.01,8.09,-4.26,-0.43,-0.22,0.01
1.65,8.12,-4.52,-0.19,-0.05,-0.03
