Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.61,-2.36,2.36,0.05,-0.02,0.06
10.2,-2.53,2.95,0.1,0.05,0.1
11.19,-2.79,2.28,0.26,0.39,-0.1
9.3,-2.67,2.16,-0.12,-0.42,-0.01
9.62,-2.65,2.11,-0.14,0.24,-0.0
10.6,-2.62,2.52,-0.16,0.02,-0.01
10.34,-2.55,2.84,-0.07,-0.01,-0.05
9.9,-2.69,2.25,-0.1,-0.07,-0.06
10.02,-2.45,2.19,-0.16,0.06,-0.01
10.14,-2.41,2.29,-0.12,0.02,0.04
10.35,-2.62,2.43,-0.02,0.04,0.03
10.06,-2.72,2.45,0.01,-0.03,0.02
10.15,-2.94,2.45,-0.06,-0.01,0.01
10.1,-2.24,2.39,-0.09,-0.0,0.03
10.35,-1.93,2.38,0.01,-0.09,0.04
10.28,-2.3,2.34,0.16,-0.07,0.01
10.28,-2.45,2.32,0.16,-0.16,-0.0
10.17,-2.74,2.46,0.08,-0.18,-0.01
10.03,-2.89,2.32,-0.08,-0.14,-0.01
9.9,-2.82,2.23,-0.19,-0.07,-0.03
10.24,-2.54,2.34,-0.23,-0.01,-0.02
10.04,-2.35,2.24,-0.17,0.03,-0.01
10.21,-2.65,2.15,-0.15,0.04,-0.01
10.14,-2.63,2.13,-0.16,0.01,-0.02
10.17,-2.46,2.19,-0.18,0.05,-0.02
10.11,-2.55,2.17,-0.19,0.07,-0.02
10.21,-2.53,2.29,-0.23,0.09,-0.02
10.22,-2.5,2.25,-0.24,0.05,-0.02
10.17,-2.38,2.24,-0.17,0.03,-0.04
10.23,-2.68,2.23,-0.13,0.02,-0.02
10.04,-2.66,2.39,-0.16,0.04,0.01
10.28,-2.51,2.51,-0.25,-0.0,0.08
11.77,-3.46,2.6,-0.08,0.12,-0.02
10.03,-3.24,2.57,-0.17,-0.04,-0.21
9.9,-1.6,2.37,-0.2,0.06,0.0
10.97,-1.95,2.54,0.15,-0.05,0.03
9.78,-2.34,2.53,0.31,-0.11,0.02
10.04,-2.84,2.73,0.2,0.04,0.0
9.84,-2.74,2.73,-0.04,0.06,0.02
10.57,-2.82,2.57,-0.1,0.08,-0.02
9.88,-2.68,2.45,-0.19,0.05,-0.04
10.25,-2.85,2.44,-0.21,0.01,-0.06
10.04,-2.62,2.49,-0.16,0.07,-0.03
10.16,-2.6,2.48,-0.15,-0.02,-0.01
10.14,-2.67,2.46,-0.14,-0.01,-0.01
10.03,-2.6,2.54,-0.17,-0.01,-0.01
10.11,-2.51,2.58,-0.18,0.02,-0.01
10.17,-2.45,2.66,-0.18,-0.01,-0.0
10.17,-2.47,2.59,-0.17,0.0,0.0
10.03,-2.5,2.69,-0.16,0.01,-0.01
10.17,-2.58,2.57,-0.17,0.01,-0.01
10.08,-2.56,2.64,-0.17,0.0,-0.01
10.14,-2.54,2.52,-0.16,0.01,-0.02
10.08,-2.6,2.51,-0.17,0.01,-0.01
10.13,-2.6,2.55,-0.17,0.02,-0.01
10.09,-2.56,2.68,-0.16,-0.0,-0.02
10.11,-2.57,2.62,-0.15,0.01,-0.01
10.08,-2.57,2.66,-0.13,-0.01,-0.01
10.06,-2.55,2.69,-0.13,0.01,0.0
10.17,-2.58,2.64,-0.12,0.02,-0.0
9.98,-2.57,2.61,-0.12,0.02,-0.01
10.18,-2.62,2.63,-0.13,0.02,-0.0
10.09,-2.6,2.6,-0.12,0.01,-0.01
10.09,-2.6,2.54,-0.12,0.01,-0.01
9.94,-2.85,2.55,-0.15,0.04,-0.02
9.87,-3.23,2.61,-0.24,0.08,0.0
10.11,-3.23,2.69,-0.26,0.16,0.02
9.5,-3.47,2.07,-0.25,0.15,0.03
9.94,-3.84,1.98,-0.23,0.12,0.02
9.83,-3.85,2.37,-0.24,0.09,-0.01
9.88,-3.71,2.32,-0.35,0.17,-0.07
9.88,-3.11,2.61,-0.41,0.13,-0.11
9.59,0.17,2.66,-0.01,-0.05,-0.02
11.49,-1.52,1.72,0.32,0.33,-0.02
10.46,-2.77,1.8,0.1,-0.03,-0.35
9.34,-1.22,1.16,0.19,0.2,-0.4
9.98,-1.98,0.7,0.18,0.4,-0.34
10.32,-1.46,1.14,0.14,0.3,-0.24
10.87,-2.06,0.65,-0.01,-0.01,-0.07
11.59,-0.53,1.54,0.01,-0.3,0.19
16.38,-2.47,2.26,0.14,-0.32,0.14
7.76,-2.62,5.84,-0.65,-0.42,0.26
11.12,-1.3,2.58,-0.24,0.58,0.3
10.62,-3.06,2.28,-0.27,0.06,0.32
4.87,-2.0,2.01,-0.51,-0.06,0.61
7.34,-1.65,1.25,-0.05,0.59,0.24
13.51,-4.79,1.83,0.19,-0.35,-0.11
11.15,-5.1,0.44,-0.31,-0.61,-0.23
11.81,-4.47,1.12,-0.44,-0.03,-0.12
11.66,-2.5,3.85,-0.19,-0.45,-0.01
6.23,0.51,5.75,0.69,0.31,0.41
12.62,-5.8,2.82,0.73,0.55,-0.12
8.38,-2.27,1.76,0.24,-0.71,-0.58
5.32,-0.15,2.68,0.27,0.11,-0.53
10.98,-2.71,2.21,0.19,1.02,-0.33
13.29,-1.56,1.75,-0.36,-0.23,-0.17
9.08,0.22,3.77,-0.17,-0.31,0.13
6.76,-5.5,6.59,-0.83,0.22,-0.35
9.27,0.17,4.1,-0.38,1.3,-0.47
13.76,-2.31,5.11,-0.16,0.46,0.27
7.18,-4.59,4.39,-0.63,0.3,0.57
11.32,-3.49,3.15,-0.18,1.61,0.47
9.52,-2.95,0.14,-0.53,0.66,0.42
5.64,-2.13,2.08,-0.62,-0.14,-0.12
5.09,-1.31,4.33,0.31,1.14,0.23
14.64,-3.19,7.99,0.38,0.5,-0.33
14.04,5.62,12.72,2.76,-0.03,-0.67
4.82,-8.79,5.74,1.62,-1.81,0.54
-8.57,4.09,2.02,-1.31,-2.54,1.0
12.38,-1.47,4.71,1.18,3.62,1.05
0.84,-4.0,-4.35,-0.49,-1.24,1.31
6.08,-5.37,10.52,1.6,3.12,0.72
8.2,-8.04,12.11,-0.24,0.34,0.31
8.47,-3.37,5.05,0.56,1.63,-0.13
8.89,-3.82,4.19,0.44,0.2,-0.64
10.26,-4.53,8.47,1.57,0.44,-0.49
6.71,-2.79,13.71,2.5,0.3,-0.9
7.23,5.09,16.03,0.85,-0.25,1.74
8.03,7.81,15.62,0.62,-0.49,0.37
6.0,6.27,13.39,0.65,-0.34,0.14
6.36,3.29,13.56,0.37,0.89,-0.09
5.66,3.73,12.42,-0.2,0.74,0.01
