Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.14,-2.94,1.6,-0.13,-0.0,-0.01
10.14,-2.94,1.54,-0.13,-0.0,-0.02
10.14,-2.95,1.57,-0.12,-0.0,-0.01
10.13,-2.96,1.56,-0.13,-0.0,-0.01
10.14,-2.94,1.58,-0.13,0.0,-0.01
10.1,-2.96,1.55,-0.14,0.0,-0.01
10.13,-2.94,1.54,-0.14,-0.01,-0.02
10.13,-2.92,1.56,-0.14,-0.01,-0.01
10.19,-2.94,1.55,-0.13,-0.01,-0.01
10.1,-2.94,1.57,-0.13,-0.02,-0.01
10.15,-2.96,1.49,-0.12,-0.01,-0.01
10.13,-2.95,1.54,-0.13,-0.02,-0.01
10.13,-2.94,1.54,-0.12,-0.0,-0.01
10.13,-2.97,1.49,-0.12,-0.01,-0.01
10.14,-2.91,1.53,-0.12,-0.01,-0.01
10.16,-2.96,1.53,-0.12,-0.02,-0.01
10.11,-2.95,1.48,-0.13,-0.02,-0.01
10.16,-2.97,1.52,-0.12,-0.01,-0.01
10.12,-2.96,1.5,-0.13,-0.02,-0.01
10.15,-2.95,1.49,-0.14,-0.01,-0.01
10.14,-2.95,1.49,-0.13,-0.02,-0.02
10.13,-2.95,1.47,-0.13,-0.03,-0.01
10.14,-2.93,1.49,-0.13,-0.01,-0.01
10.04,-3.0,1.44,-0.14,-0.0,-0.02
10.03,-2.98,1.38,-0.13,0.02,-0.01
10.24,-3.01,1.48,-0.11,0.16,-0.04
10.06,-3.27,1.51,-0.33,0.16,0.01
10.01,-2.78,0.93,-0.26,0.22,-0.03
10.2,-3.37,0.79,-0.28,0.1,0.01
9.95,-3.35,0.86,-0.21,0.11,0.03
9.82,-3.7,0.6,-0.2,0.18,0.09
9.73,-3.22,1.07,-0.11,0.31,0.17
9.24,-3.23,0.9,0.14,0.41,0.05
9.81,-3.84,1.19,0.1,0.43,-0.03
9.52,-3.73,1.02,-0.06,0.32,-0.21
11.63,-5.04,4.45,-0.43,0.38,-0.17
10.49,-3.12,0.62,-0.67,-0.08,0.47
9.84,-2.59,1.97,0.2,0.26,-0.28
10.82,-4.65,2.44,0.06,0.01,-0.13
9.08,-2.96,1.75,-0.38,0.24,-0.36
9.94,-2.42,1.29,-0.44,0.08,-0.36
8.06,-1.34,1.19,-0.12,-0.01,-0.4
8.5,-2.02,1.72,-0.04,0.15,-0.19
10.92,-2.52,1.55,-0.16,0.29,-0.14
11.85,-2.77,0.18,-0.3,0.23,0.0
13.63,-5.2,0.17,-0.27,0.21,0.05
12.12,-1.1,3.86,-0.22,-0.27,0.25
10.62,-3.22,5.26,-0.19,-0.95,-0.08
9.01,-1.46,3.94,-0.11,0.94,-0.22
11.66,-2.03,2.14,-0.29,-0.04,0.14
7.81,-3.14,1.08,-0.31,-0.16,0.55
6.59,-2.25,2.24,-0.3,-0.03,0.51
7.23,-2.67,1.69,-0.19,0.1,0.37
9.99,-4.4,1.44,0.01,0.13,0.08
13.21,-6.35,1.35,-0.15,-0.24,0.18
11.53,-6.52,0.26,-0.49,-0.63,-0.09
13.76,-3.07,4.61,-0.23,-0.43,-0.11
7.01,-1.03,6.56,0.17,-0.48,0.06
9.58,-4.13,3.14,0.71,0.84,0.21
10.75,-4.54,2.19,0.02,0.02,-0.39
4.88,-1.25,1.4,-0.06,-0.08,-0.61
5.61,-0.48,2.56,0.06,0.8,-0.61
10.59,-3.29,0.92,-0.06,0.81,-0.42
9.34,-1.27,0.87,-0.34,-0.66,0.31
8.48,-1.11,3.15,0.76,0.87,-0.16
12.11,-1.58,4.52,1.28,0.96,-0.36
5.63,-2.11,6.37,1.26,0.9,-0.9
14.43,-3.88,3.96,1.6,1.2,0.07
14.77,-5.97,4.12,0.27,0.46,0.33
8.64,1.28,6.86,-0.18,0.73,1.29
7.15,-6.13,1.89,0.41,0.1,0.21
-1.02,0.64,2.07,-0.63,-0.63,1.14
5.49,-2.94,-4.63,2.59,1.4,0.25
-2.9,-13.72,19.14,-1.76,-0.66,0.54
15.9,4.55,13.47,0.67,1.02,-0.45
1.35,-1.35,0.55,0.67,1.07,-0.53
14.56,-4.64,9.74,1.39,-0.02,-0.95
11.31,-3.62,13.48,2.73,-1.06,-0.68
5.25,4.27,5.85,3.5,-1.0,0.15
6.66,5.04,1.55,1.58,-0.68,1.91
10.17,12.05,7.66,2.19,-1.55,1.05
10.48,12.43,2.69,1.87,-1.17,1.41
6.37,7.94,8.15,2.21,-1.34,-0.62
15.46,7.18,7.64,1.95,-1.03,-0.12
9.17,12.22,0.29,0.17,-0.58,-3.62
11.31,0.97,2.17,2.18,-0.92,-2.98
4.39,6.0,-4.64,1.4,-1.87,-3.08
9.58,6.36,-1.39,0.53,-1.1,-2.38
3.0,8.93,-2.36,0.16,-0.63,-1.63
