Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
0.9,-0.53,-9.17,-0.12,-0.0,-0.01
0.88,-0.52,-9.2,-0.12,-0.01,-0.01
0.88,-0.53,-9.19,-0.12,-0.01,-0.01
0.88,-0.52,-9.19,-0.12,-0.0,-0.01
0.9,-0.52,-9.21,-0.12,-0.0,-0.01
0.89,-0.54,-9.18,-0.12,-0.0,-0.01
0.87,-0.51,-9.17,-0.12,-0.01,-0.01
0.92,-0.53,-9.17,-0.12,-0.0,-0.01
0.89,-0.53,-9.17,-0.12,-0.0,-0.01
0.88,-0.5,-9.19,-0.12,-0.0,-0.01
0.88,-0.53,-9.17,-0.12,-0.0,-0.01
0.88,-0.54,-9.17,-0.12,-0.0,-0.01
0.9,-0.51,-9.19,-0.12,-0.0,-0.01
0.87,-0.51,-9.22,-0.12,-0.0,-0.01
0.88,-0.5,-9.2,-0.12,-0.0,-0.01
0.88,-0.52,-9.18,-0.12,-0.0,-0.01
0.87,-0.54,-9.21,-0.12,-0.01,-0.01
0.88,-0.54,-9.17,-0.12,-0.0,-0.01
0.87,-0.51,-9.19,-0.12,-0.0,-0.01
0.87,-0.54,-9.19,-0.12,-0.01,-0.01
0.89,-0.53,-9.18,-0.12,-0.01,-0.01
0.89,-0.53,-9.2,-0.12,-0.0,-0.01
0.88,-0.54,-9.17,-0.12,-0.0,-0.01
0.89,-0.52,-9.21,-0.12,-0.0,-0.01
0.88,-0.55,-9.19,-0.12,-0.0,-0.01
0.87,-0.54,-9.18,-0.12,-0.01,-0.01
0.9,-0.51,-9.2,-0.12,-0.01,-0.01
0.89,-0.53,-9.2,-0.12,-0.0,-0.01
0.88,-0.53,-9.18,-0.12,-0.0,-0.01
0.88,-0.52,-9.17,-0.12,-0.01,-0.01
0.89,-0.53,-9.18,-0.12,-0.0,-0.01
0.87,-0.51,-9.18,-0.12,-0.0,-0.01
0.87,-0.51,-9.16,-0.12,-0.01,-0.01
0.9,-0.53,-9.2,-0.12,-0.0,-0.01
