Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
1.42,0.01,-9.15,-0.12,-0.0,-0.01
1.43,0.0,-9.15,-0.12,-0.0,-0.01
1.4,-0.01,-9.16,-0.12,-0.0,-0.01
1.43,0.02,-9.17,-0.12,-0.0,-0.01
1.38,0.03,-9.18,-0.12,-0.0,-0.01
1.43,0.02,-9.15,-0.12,-0.0,-0.01
1.42,0.09,-9.18,-0.12,-0.01,-0.01
1.45,0.04,-9.16,-0.12,-0.0,-0.01
1.39,0.02,-9.17,-0.12,-0.01,-0.01
1.41,-0.03,-9.17,-0.12,-0.01,-0.01
1.42,0.03,-9.14,-0.12,-0.01,-0.01
1.42,0.05,-9.15,-0.12,-0.0,-0.01
1.42,0.05,-9.18,-0.12,-0.0,-0.01
1.4,-0.01,-9.14,-0.12,-0.01,-0.01
1.41,-0.02,-9.16,-0.12,-0.0,-0.01
1.42,-0.02,-9.17,-0.12,-0.01,-0.01
1.44,0.05,-9.17,-0.12,-0.0,-0.01
1.39,0.0,-9.15,-0.12,-0.0,-0.01
1.39,-0.07,-9.13,-0.12,-0.0,-0.01
1.39,-0.02,-9.18,-0.12,-0.0,-0.01
1.39,0.01,-9.16,-0.12,-0.0,-0.01
1.41,0.02,-9.18,-0.12,-0.0,-0.01
1.4,-0.0,-9.17,-0.12,-0.0,-0.01
1.41,-0.03,-9.17,-0.12,-0.0,-0.01
1.42,-0.03,-9.17,-0.12,-0.0,-0.01
1.41,0.02,-9.17,-0.12,-0.0,-0.01
1.41,0.02,-9.17,-0.12,-0.0,-0.01
1.41,-0.01,-9.17,-0.12,-0.0,-0.01
1.41,-0.02,-9.16,-0.12,-0.0,-0.01
1.41,-0.03,-9.16,-0.12,-0.0,-0.01
1.4,-0.01,-9.18,-0.12,-0.0,-0.01
1.4,-0.01,-9.17,-0.12,-0.0,-0.01
1.42,0.01,-9.15,-0.12,-0.01,-0.01
1.41,0.03,-9.14,-0.12,-0.01,-0.01
1.41,-0.01,-9.13,-0.12,-0.01,-0.01
1.39,-0.0,-9.16,-0.12,-0.01,-0.01
1.4,0.0,-9.15,-0.12,-0.01,-0.01
1.41,-0.01,-9.17,-0.12,-0.0,-0.01
1.42,0.02,-9.18,-0.12,-0.0,-0.01
1.41,0.06,-9.15,-0.12,-0.0,-0.01
1.38,0.01,-9.09,-0.12,-0.01,-0.01
1.41,-0.01,-9.17,-0.12,-0.0,-0.01
1.41,0.02,-9.19,-0.12,-0.0,-0.01
1.4,0.06,-9.17,-0.12,-0.01,-0.01
1.42,-0.02,-9.15,-0.12,-0.0,-0.01
1.39,0.01,-9.18,-0.12,-0.0,-0.01
1.39,0.04,-9.18,-0.12,-0.0,-0.01
1.39,0.01,-9.14,-0.12,-0.01,-0.01
1.4,-0.03,-9.18,-0.12,-0.0,-0.01
1.42,0.0,-9.21,-0.12,-0.0,-0.01
1.38,0.03,-9.14,-0.12,-0.0,-0.01
1.41,0.04,-9.16,-0.12,-0.01,-0.01
1.4,-0.04,-9.18,-0.12,-0.0,-0.01
1.39,-0.01,-9.17,-0.12,-0.0,-0.01
1.41,0.04,-9.15,-0.12,-0.0,-0.01
1.41,0.03,-9.15,-0.12,-0.0,-0.01
1.39,-0.05,-9.18,-0.12,-0.0,-0.01
1.41,0.01,-9.17,-0.12,-0.0,-0.01
1.41,0.02,-9.18,-0.12,-0.0,-0.01
1.4,0.0,-9.12,-0.12,-0.01,-0.01
1.39,-0.07,-9.19,-0.12,-0.0,-0.01
1.41,0.0,-9.17,-0.12,-0.0,-0.01
1.41,0.05,-9.17,-0.12,-0.0,-0.01
1.39,-0.01,-9.15,-0.12,-0.0,-0.01
1.4,-0.03,-9.18,-0.12,-0.0,-0.01
1.4,0.01,-9.15,-0.12,-0.0,-0.01
1.4,0.01,-9.15,-0.12,-0.01,-0.01
1.39,-0.02,-9.17,-0.12,-0.0,-0.01
1.39,-0.01,-9.18,-0.12,-0.0,-0.01
1.43,0.01,-9.17,-0.12,-0.0,-0.01
1.37,0.01,-9.15,-0.12,-0.0,-0.01
1.42,-0.02,-9.18,-0.12,-0.0,-0.01
1.41,0.01,-9.18,-0.12,-0.0,-0.01
1.4,0.03,-9.15,-0.12,-0.0,-0.01
1.4,-0.01,-9.19,-0.12,-0.01,-0.01
1.41,-0.01,-9.18,-0.12,-0.0,-0.01
1.41,0.0,-9.19,-0.12,-0.0,-0.01
1.43,0.04,-9.13,-0.12,-0.0,-0.01
1.4,-0.01,-9.17,-0.12,-0.0,-0.01
1.42,-0.01,-9.16,-0.12,-0.0,-0.01
1.41,-0.0,-9.17,-0.12,-0.0,-0.01
1.41,0.02,-9.15,-0.12,-0.0,-0.01
1.41,-0.04,-9.18,-0.12,-0.0,-0.01
1.41,-0.03,-9.17,-0.12,-0.0,-0.01
1.42,0.02,-9.14,-0.12,-0.0,-0.01
1.39,0.05,-9.15,-0.12,-0.0,-0.01
1.4,-0.02,-9.17,-0.12,-0.0,-0.01
1.41,0.02,-9.14,-0.12,-0.0,-0.01
1.4,0.0,-9.16,-0.12,-0.0,-0.01
1.4,0.02,-9.18,-0.12,-0.0,-0.01
1.42,0.01,-9.14,-0.12,-0.0,-0.01
1.41,-0.02,-9.14,-0.12,-0.0,-0.01
1.39,-0.03,-9.15,-0.12,-0.0,-0.01
1.41,0.0,-9.16,-0.12,-0.01,-0.01
1.37,0.02,-9.16,-0.12,-0.0,-0.01
1.41,-0.05,-9.17,-0.12,-0.0,-0.01
1.41,0.04,-9.16,-0.12,-0.01,-0.01
1.41,0.01,-9.18,-0.12,-0.0,-0.01
1.41,0.02,-9.13,-0.12,-0.0,-0.01
1.41,-0.03,-9.18,-0.12,-0.0,-0.01
1.41,0.0,-9.18,-0.12,-0.0,-0.01
1.42,0.04,-9.18,-0.11,-0.0,-0.01
1.4,0.01,-9.15,-0.12,-0.0,-0.01
1.41,-0.06,-9.16,-0.12,-0.0,-0.01
1.41,0.0,-9.15,-0.12,-0.0,-0.01
1.42,0.07,-9.2,-0.12,-0.0,-0.01
1.39,-0.0,-9.13,-0.12,-0.0,-0.01
1.41,-0.05,-9.19,-0.12,-0.0,-0.01
1.42,0.0,-9.18,-0.12,-0.0,-0.01
1.41,0.05,-9.16,-0.12,-0.0,-0.01
1.41,0.01,-9.11,-0.12,-0.01,-0.01
1.4,-0.05,-9.2,-0.12,-0.0,-0.01
1.41,0.01,-9.18,-0.12,-0.0,-0.01
1.4,0.09,-9.13,-0.12,-0.0,-0.01
1.44,-0.02,-9.18,-0.12,-0.0,-0.01
1.45,0.0,-9.17,-0.12,0.0,-0.01
1.4,0.01,-9.16,-0.12,-0.0,-0.01
1.39,0.04,-9.17,-0.12,-0.01,-0.01
1.4,-0.03,-9.19,-0.12,-0.01,-0.01
1.42,-0.01,-9.19,-0.12,-0.0,-0.01
1.4,0.05,-9.18,-0.12,-0.0,-0.01
1.41,0.02,-9.18,-0.12,-0.0,-0.01
1.42,-0.03,-9.18,-0.12,-0.0,-0.01
1.41,0.01,-9.19,-0.12,-0.0,-0.01
1.42,0.04,-9.17,-0.12,0.0,-0.01
1.42,-0.03,-9.18,-0.12,-0.0,-0.01
1.41,0.01,-9.19,-0.12,-0.01,-0.01
1.39,0.06,-9.17,-0.11,-0.0,-0.01
1.43,0.0,-9.14,-0.12,-0.01,-0.01
1.42,-0.05,-9.15,-0.12,-0.0,-0.01
1.42,-0.01,-9.18,-0.12,-0.0,-0.01
1.41,0.08,-9.15,-0.12,-0.0,-0.01
1.38,0.0,-9.13,-0.12,-0.01,-0.01
1.41,-0.06,-9.18,-0.12,-0.0,-0.01
1.41,0.01,-9.18,-0.11,-0.0,-0.01
1.4,0.05,-9.16,-0.12,-0.0,-0.01
1.4,-0.02,-9.15,-0.12,-0.0,-0.01
1.41,-0.01,-9.19,-0.12,-0.0,-0.01
1.4,0.02,-9.15,-0.12,-0.0,-0.01
1.4,0.0,-9.13,-0.12,-0.01,-0.01
1.39,-0.04,-9.18,-0.12,-0.0,-0.01
1.41,0.0,-9.17,-0.12,-0.0,-0.01
1.41,0.06,-9.16,-0.12,-0.01,-0.01
1.43,-0.01,-9.16,-0.12,-0.0,-0.01
1.4,0.01,-9.15,-0.12,-0.0,-0.01
1.41,0.05,-9.12,-0.12,-0.0,-0.01
1.4,0.0,-9.19,-0.12,-0.0,-0.01
