Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.07,-0.71,-1.85,-0.02,0.09,-0.02
11.09,-1.06,-1.27,0.12,0.57,-0.0
9.63,-2.41,-0.34,-0.28,-0.02,-0.09
10.68,0.23,-1.52,-0.32,0.14,0.04
10.36,-1.15,-1.12,-0.2,-0.01,0.09
10.38,-0.93,-0.73,-0.13,-0.01,-0.02
10.01,-0.94,-1.13,-0.09,0.07,-0.04
10.45,-0.51,-1.12,-0.16,-0.02,-0.03
9.63,-0.07,-1.33,0.07,-0.25,-0.3
11.29,-2.04,-1.01,0.08,-0.03,-0.02
10.13,-1.42,-1.13,-0.17,-0.0,0.04
10.32,-1.04,-0.88,-0.29,0.03,0.03
10.06,-0.78,-1.08,-0.33,0.01,0.04
10.41,-0.64,-1.24,-0.19,0.05,0.0
10.39,-0.8,-1.09,-0.14,0.05,0.03
10.36,-1.02,-1.18,-0.15,0.09,0.02
10.31,-0.87,-1.15,-0.15,0.05,0.01
10.34,-1.01,-1.03,-0.19,0.04,0.02
10.29,-1.03,-0.96,-0.21,0.02,0.03
10.53,-0.85,-0.79,-0.18,0.03,0.03
10.52,-0.75,-0.75,-0.13,0.06,0.03
10.48,-0.97,-0.61,-0.1,0.02,0.01
10.37,-0.85,-0.66,-0.08,0.03,0.02
10.4,-0.99,-0.79,-0.06,0.02,0.01
10.34,-1.0,-0.74,-0.08,0.02,0.0
10.36,-1.02,-0.73,-0.09,0.02,-0.01
10.42,-1.0,-0.79,-0.08,0.01,-0.02
10.43,-0.99,-0.77,-0.07,0.01,-0.03
10.48,-1.07,-0.71,-0.06,0.0,-0.04
10.37,-1.13,-0.67,-0.05,-0.03,-0.05
10.36,-1.08,-0.75,-0.07,-0.02,-0.04
10.42,-1.1,-0.71,-0.09,-0.04,-0.04
10.34,-1.05,-0.77,-0.09,-0.02,-0.03
10.42,-1.13,-0.74,-0.11,-0.03,-0.02
10.48,-1.12,-0.62,-0.13,-0.01,-0.02
10.45,-1.06,-0.84,-0.17,0.01,-0.0
10.29,-0.97,-0.81,-0.17,-0.0,0.01
10.31,-1.0,-0.84,-0.18,0.03,0.01
10.44,-1.07,-0.86,-0.18,0.01,0.01
10.34,-1.0,-0.77,-0.19,0.01,0.01
9.84,-0.81,-0.66,-0.16,-0.01,0.0
10.54,-1.36,-1.81,-0.21,0.15,0.02
10.19,-1.56,-1.79,-0.44,-0.08,0.1
9.3,-1.27,-1.72,-0.62,0.24,0.21
9.68,-1.33,-1.79,-0.71,0.18,0.34
9.56,-1.34,-2.21,-0.83,-0.11,0.38
9.14,-0.65,-2.09,-0.7,0.01,0.36
9.17,-0.63,-1.73,-0.46,0.22,0.33
8.6,-1.3,-1.1,-0.56,0.1,0.3
8.2,-1.7,-2.27,-0.97,0.47,0.13
8.74,-1.76,-1.33,-0.92,0.16,0.09
10.93,-1.29,-1.82,-0.76,0.42,0.04
9.71,-0.49,-0.95,-0.51,0.47,0.17
7.54,0.05,-0.78,-0.12,-0.03,0.18
5.77,-0.59,1.12,-0.06,0.66,0.21
4.08,-0.39,3.81,-0.87,0.79,0.29
7.34,-0.21,3.99,-2.09,2.62,0.18
10.15,-0.15,7.46,-1.19,1.61,0.97
10.75,2.29,9.52,0.19,1.83,0.56
33.69,-0.4,8.6,2.43,4.37,-0.87
5.38,-11.15,-19.46,-0.04,1.34,0.17
14.98,-6.4,0.6,-0.83,4.37,1.38
11.03,6.75,-0.91,1.57,0.5,1.01
5.59,-8.79,17.65,0.01,2.43,0.57
4.44,-0.17,11.71,-3.04,0.42,1.03
-0.98,2.84,8.6,-3.32,0.34,0.6
1.64,-1.86,8.11,-4.28,1.31,1.03
-0.24,-9.76,11.69,-4.37,-0.97,-0.1
-2.34,0.55,6.36,-4.37,1.01,0.54
8.22,-78.45,3.01,-4.37,1.0,0.22
-3.33,28.59,0.86,-1.65,3.15,0.62
5.26,-11.62,10.2,2.26,-0.25,-0.39
1.65,-12.07,-0.72,-1.53,-0.51,1.33
-4.13,-7.61,-5.56,-1.33,0.5,1.6
0.86,-10.29,-6.24,0.92,-0.55,-0.85
-1.49,-6.53,0.76,0.03,0.09,0.29
-0.27,-11.21,-5.05,-0.02,-1.14,-0.09
-3.35,-9.22,-0.39,-0.07,-0.11,-0.07
-0.61,-8.98,-2.16,0.22,-1.02,-0.32
-1.17,-8.74,-0.86,0.94,-0.09,-0.03
1.08,-10.62,2.0,0.5,-0.38,-0.15
0.12,-10.25,0.7,0.2,-0.41,-0.39
2.15,-9.67,2.27,0.42,-0.04,-0.28
1.48,-9.88,2.99,0.44,0.02,-0.02
1.04,-10.2,2.83,0.13,0.24,0.14
0.81,-10.83,2.84,-0.34,0.05,0.05
0.25,-10.07,1.65,-0.41,0.14,0.06
0.3,-9.6,1.2,-0.34,0.08,0.05
0.18,-10.01,1.16,-0.37,-0.01,0.03
0.04,-10.04,0.8,-0.27,0.07,-0.03
0.94,-9.7,0.82,-0.16,0.1,-0.08
0.79,-9.94,0.92,-0.07,-0.17,-0.04
0.62,-9.92,1.25,0.01,-0.06,-0.04
0.63,-9.95,1.57,-0.02,-0.08,0.0
0.52,-10.05,1.69,-0.08,-0.04,0.01
0.55,-10.05,1.76,-0.18,0.02,0.0
0.32,-9.9,1.55,-0.26,-0.08,0.02
0.57,-10.06,1.03,-0.13,0.18,-0.01
0.43,-10.15,0.61,0.04,-0.09,0.02
-0.12,-10.03,0.79,0.55,0.23,-0.14
-0.51,-9.25,1.95,0.33,0.26,-0.13
-0.49,-9.99,1.2,0.65,0.69,-0.36
-0.14,-9.56,2.42,0.42,0.76,-0.36
0.99,-9.33,3.52,0.39,0.71,-0.37
0.58,-10.69,2.59,0.22,0.66,-0.45
1.3,-9.5,3.53,0.44,1.02,-0.38
3.29,-8.95,3.29,0.86,1.07,-0.4
1.52,-11.29,4.93,0.02,0.72,-0.57
2.89,-9.0,4.22,0.02,0.88,-0.5
3.34,-9.57,2.59,0.14,0.68,-0.53
2.83,-8.95,4.2,0.03,0.04,-0.38
1.06,-9.99,5.33,0.23,0.38,-0.58
1.76,-9.25,5.47,0.11,0.42,-0.59
1.06,-8.91,4.28,0.2,0.43,-0.5
1.13,-8.92,5.11,-0.04,0.39,-0.46
0.99,-9.77,4.45,0.03,0.33,-0.38
2.63,-9.02,4.73,0.21,-0.15,-0.31
