Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.89,0.67,4.57,-0.15,0.04,0.0
9.77,0.71,4.45,-0.17,0.06,0.0
9.83,0.7,4.48,-0.18,0.11,0.02
9.78,0.72,4.63,-0.19,0.12,0.02
9.86,0.65,4.75,-0.17,0.08,0.01
9.82,0.69,4.7,-0.15,0.02,-0.01
9.73,0.67,4.76,-0.15,0.05,0.0
9.83,0.62,4.76,-0.14,0.05,0.01
9.75,0.59,4.77,-0.14,0.02,-0.01
9.78,0.64,4.74,-0.13,0.02,-0.01
9.76,0.63,4.83,-0.13,0.01,-0.01
9.77,0.58,4.84,-0.12,0.0,-0.01
9.87,0.52,4.63,-0.13,-0.03,0.0
9.9,0.44,4.83,-0.15,-0.12,-0.01
9.79,0.44,4.45,-0.14,-0.11,0.0
9.77,0.52,4.42,-0.11,0.0,0.02
9.82,0.43,4.64,-0.1,-0.04,0.01
9.81,0.52,4.57,-0.15,0.03,0.04
9.87,0.11,4.64,-0.18,0.02,0.07
9.94,-0.02,4.5,-0.2,0.04,0.09
10.03,-0.14,4.57,-0.15,0.03,0.07
9.85,-0.09,4.36,-0.07,-0.02,0.07
9.96,-0.28,4.65,-0.08,-0.04,0.1
9.72,-0.44,4.49,-0.08,-0.01,0.1
9.77,-0.48,4.9,-0.09,0.04,0.08
9.64,-0.39,4.99,-0.11,0.13,0.09
9.64,-0.45,5.47,-0.12,0.16,0.05
9.27,-0.39,5.55,-0.07,0.16,0.11
9.1,0.31,5.37,0.05,0.17,0.2
9.34,1.11,5.17,0.13,0.21,0.32
10.24,0.73,5.05,0.05,0.22,0.25
10.63,0.74,5.25,0.0,0.06,-0.08
9.76,0.92,4.38,-0.05,-0.04,-0.24
9.09,1.47,4.72,-0.07,0.11,-0.12
9.88,0.9,5.37,-0.07,0.23,-0.05
9.47,0.56,5.35,0.0,-0.04,-0.04
9.36,0.41,5.66,-0.05,0.04,0.04
9.98,-0.43,6.06,-0.08,0.11,-0.08
9.44,0.5,5.03,-0.12,-0.06,-0.22
9.63,-0.12,4.81,-0.48,-0.02,-0.28
9.77,-0.35,5.36,-0.73,0.12,-0.28
9.1,-0.02,4.12,-0.45,-0.31,-0.27
9.7,-0.21,3.09,-0.3,0.35,-0.02
9.89,-1.96,3.98,-0.54,0.04,-0.16
9.24,-0.68,4.51,-0.78,0.19,-0.15
9.75,-0.24,5.73,-0.77,0.21,-0.03
9.22,0.71,7.23,-0.42,0.16,0.01
7.59,1.97,6.96,0.07,0.11,0.23
10.55,0.5,6.91,0.05,0.88,0.29
10.86,0.68,6.2,0.05,0.32,-0.11
10.7,1.08,6.15,-0.07,0.69,-0.18
8.67,0.95,5.47,-0.08,0.41,-0.27
7.93,0.53,4.43,-0.09,0.38,-0.07
7.98,0.15,4.06,-0.17,0.4,-0.01
10.06,0.23,4.46,-0.48,0.42,0.01
11.77,1.45,4.83,-0.62,0.23,-0.06
11.44,1.54,6.09,-0.45,-0.14,-0.09
9.37,2.89,8.5,0.25,0.28,-0.03
7.58,2.51,10.98,0.87,-0.38,0.08
8.9,0.51,10.74,0.55,0.24,0.78
8.23,-1.21,8.42,0.74,-0.72,0.53
6.05,-1.21,5.5,0.15,-0.54,0.52
5.99,-0.91,5.33,-0.0,-0.08,0.47
7.08,-0.74,4.86,0.04,0.07,0.18
10.38,-0.48,5.09,-0.14,0.14,0.13
10.75,-1.06,5.11,-0.39,-0.74,-0.25
9.89,0.01,5.51,-0.85,-0.41,-0.07
9.97,3.05,10.65,-0.04,-0.01,0.34
6.26,-1.79,8.19,0.45,-0.48,0.55
8.68,-1.41,7.9,0.01,0.96,0.48
9.23,1.07,7.44,0.87,-0.22,0.18
5.41,0.41,3.52,1.17,-0.4,0.29
5.97,1.47,4.81,1.28,0.75,0.7
7.49,0.22,6.12,1.54,0.36,0.68
5.82,-1.02,6.35,1.03,0.8,0.55
