Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.16,-1.77,-0.46,-0.53,0.07,-0.13
10.2,-1.74,-0.7,-0.6,0.09,-0.11
10.52,-1.68,-0.89,-0.55,0.08,-0.1
10.53,-1.83,-1.0,-0.47,0.01,-0.05
10.08,-2.04,-1.04,-0.46,0.03,-0.02
10.15,-1.91,-0.7,-0.48,0.09,-0.03
10.59,-1.71,-1.01,-0.46,0.07,-0.0
10.57,-1.46,-1.4,-0.29,-0.07,0.05
10.14,-1.88,-1.41,-0.12,-0.11,0.06
10.16,-2.0,-1.12,-0.09,-0.07,0.07
10.19,-1.97,-0.96,-0.12,-0.05,0.08
10.24,-1.73,-0.89,-0.09,-0.05,0.05
10.32,-1.63,-0.74,-0.04,-0.05,0.04
10.28,-1.72,-0.68,-0.04,-0.05,0.05
10.28,-1.74,-0.71,-0.04,-0.04,0.03
10.22,-1.73,-0.73,-0.07,-0.06,0.02
10.2,-1.79,-0.87,-0.12,-0.03,0.01
10.29,-1.71,-0.89,-0.14,-0.01,-0.0
10.19,-1.81,-0.94,-0.15,-0.02,-0.01
10.28,-1.81,-0.98,-0.16,-0.03,-0.01
10.25,-1.82,-1.03,-0.17,-0.01,-0.0
10.21,-1.82,-1.09,-0.16,-0.02,0.0
10.3,-1.85,-1.08,-0.12,-0.02,0.0
10.21,-1.77,-1.05,-0.08,-0.02,0.0
10.26,-1.87,-0.99,-0.02,-0.03,-0.01
10.18,-2.04,-0.96,-0.05,-0.0,-0.02
10.23,-1.99,-0.89,-0.09,0.01,-0.01
10.38,-1.91,-0.72,-0.17,-0.01,0.01
10.02,-2.18,-0.84,-0.23,0.03,0.01
10.13,-2.32,-0.64,-0.33,0.15,-0.0
10.19,-2.02,-0.91,-0.38,0.15,-0.02
10.09,-2.18,-0.97,-0.44,0.13,0.0
10.25,-2.04,-1.07,-0.46,0.13,-0.0
10.13,-2.09,-1.07,-0.45,0.12,0.0
10.02,-2.06,-1.18,-0.47,0.21,-0.0
10.16,-2.0,-1.14,-0.46,0.26,0.01
10.16,-2.05,-1.04,-0.46,0.28,0.02
10.07,-1.96,-0.97,-0.43,0.32,0.01
10.06,-1.93,-1.0,-0.41,0.31,0.0
9.91,-2.14,-1.23,-0.41,0.3,0.0
10.37,-2.09,-1.22,-0.35,0.3,0.03
10.55,-2.89,-1.11,-0.36,0.2,0.17
10.74,-3.17,-0.9,-0.46,0.16,0.33
10.64,-3.35,-1.29,-0.48,0.08,0.37
10.81,-3.14,-1.25,-0.35,-0.0,0.29
10.61,-2.16,-0.56,-0.14,0.08,0.15
9.99,-1.56,0.96,0.06,0.25,0.02
9.8,-0.62,1.15,0.34,0.03,-0.11
10.8,-3.39,-0.29,-0.17,0.08,-0.07
10.27,-1.7,-0.53,-0.36,-0.16,-0.36
8.21,-1.39,-0.59,-0.06,-0.09,-0.42
9.44,-1.86,-0.99,-0.03,0.11,-0.37
9.49,-1.38,-1.24,-0.01,-0.13,-0.31
9.12,-1.45,-1.3,-0.03,-0.04,-0.22
11.52,-2.3,-1.31,-0.3,0.03,-0.01
12.9,-2.23,-2.61,-0.65,-0.07,0.13
12.43,-1.02,-4.11,-0.74,-0.06,-0.21
12.65,-1.82,-1.33,-0.41,0.53,-0.52
7.31,-0.12,4.29,-0.58,0.43,-0.18
11.5,-3.02,1.92,-0.85,0.61,0.08
11.53,-0.21,0.21,-0.59,-0.57,0.42
8.49,-1.3,0.26,-0.63,-0.21,0.8
9.09,-2.45,0.27,-0.29,0.12,0.54
10.01,-1.44,-0.43,-0.12,-0.17,0.21
8.63,-1.99,-0.9,0.15,-0.1,0.12
9.84,-3.07,-1.64,0.26,-0.42,0.01
10.88,-3.1,-1.66,0.2,-0.56,0.35
9.31,-3.5,-3.52,0.35,-0.57,0.63
11.14,-1.62,2.71,0.21,0.77,0.8
12.1,-0.72,1.13,1.11,0.32,0.18
9.8,-6.52,1.34,0.22,0.01,-0.73
5.13,-0.13,0.46,0.37,0.14,-1.21
7.77,-0.65,0.08,0.73,0.72,-0.81
11.64,-1.2,-1.04,0.52,0.25,-0.5
12.77,-3.29,-2.69,0.28,-0.28,-0.01
9.97,-0.89,-1.01,0.7,-0.18,-0.37
10.63,-1.63,0.25,0.26,0.84,-0.31
8.94,-0.27,6.24,0.45,1.54,-0.23
13.9,-0.6,2.14,0.84,0.05,0.21
8.77,-2.14,2.57,1.01,-0.01,0.2
6.89,-1.98,2.36,1.13,0.34,0.22
7.22,-2.18,0.95,1.32,0.25,0.05
6.01,-1.98,-0.07,1.15,-0.05,0.25
4.4,-2.5,1.21,1.24,0.25,-0.18
7.88,-6.88,-0.04,0.8,-0.01,0.32
1.22,-2.25,-1.45,1.38,0.17,0.02
8.85,-1.84,6.83,3.04,1.62,-1.5
8.93,4.28,7.87,-1.27,1.43,0.43
1.22,24.42,16.55,-1.3,-26.61,2.83
1.22,24.42,16.55,-1.3,-26.61,2.83
12.95,-0.97,4.19,2.74,-1.47,-3.51
0.61,12.21,8.27,-0.16,-3.33,0.35
3.96,9.25,7.77,2.36,3.18,-2.48
19.02,11.28,-0.06,2.91,1.03,0.79
3.4,0.97,-7.2,2.74,-0.89,-4.37
-2.2,11.66,-0.15,-0.58,0.07,-1.84
5.16,23.39,-4.09,3.12,-0.47,-1.78
-4.95,0.81,-3.16,3.95,0.93,-1.44
-1.45,7.97,-4.36,0.69,-1.59,-0.96
-0.7,8.45,-5.22,2.13,-0.55,-1.68
